"album_name","track_name","tempo","key","liveness","speechiness"
"Heres to the Roc","Just Right for Me",130.068,4,0.0578,0.139
"Heres to the Roc","Brown Sugar",114.085,3,0.508,0.128
"Heres to the Roc","Me U and Hennessy",75.055,2,0.115,0.276
"Heres to the Roc","Commas",139.927,11,0.103,0.212
"Heres to the Roc","Next up Cypher",86.753,1,0.161,0.728
"Heres to the Roc","Deep",120.12,7,0.118,0.154
"Sorry 4 the Wait 2","Coco",120.145,5,0.151,0.201
"Sorry 4 the Wait 2","Shit",105.921,9,0.197,0.274
"Sorry 4 the Wait 2","Trap House",137.862,9,0.287,0.399
"Sorry 4 the Wait 2","Selsun Blue",173.011,7,0.122,0.519
"Sorry 4 the Wait 2","Used To",96.027,10,0.321,0.478
"Sorry 4 the Wait 2","No Type",124.602,8,0.109,0.273
"Sorry 4 the Wait 2","Fingers Hurting",130.008,0,0.182,0.192
"Sorry 4 the Wait 2","Hot Nigga",168.081,9,0.338,0.42
"Sorry 4 the Wait 2","Hollyweezy",104.904,10,0.0885,0.317
"Sorry 4 the Wait 2","Drunk in Love",139.975,10,0.0806,0.21
"Sorry 4 the Wait 2","You Guessed It",120.122,1,0.109,0.655
"Sorry 4 the Wait 2","Try Me",169.366,10,0.384,0.391
"Sorry 4 the Wait 2","Preach",77.991,11,0.122,0.434
"Sorry 4 the Wait 2","Alphabet",139.936,0,0.109,0.154
"Sorry 4 the Wait 2","No Haters",182.96,8,0.0732,0.633
"Sorry 4 the Wait 2","Admit It",119.908,1,0.22,0.146
"Sorry 4 the Wait 2","Dreams and Nightmares",119.44,8,0.331,0.314
"Loosing Myself","Take Kare",180.016,10,0.0792,0.343
"Loosing Myself","Errbody - Remix",104.003,1,0.133,0.0759
"Loosing Myself","Fuck Yo Feelings",120.159,1,0.095,0.145
"Loosing Myself","Grindin",104.007,1,0.529,0.185
"Loosing Myself","Krazy",132.986,2,0.199,0.176
"Loosing Myself","Buy the World",119.949,11,0.322,0.145
"Loosing Myself","Dusse",125.024,8,0.0905,0.267
"Loosing Myself","Good",125.021,8,0.102,0.154
"Loosing Myself","Moment",140.583,1,0.0744,0.304
"Loosing Myself","Video Model",132.033,4,0.0865,0.0626
"Loosing Myself","Streets Raised",159.272,9,0.375,0.539
"I Am Not A Human Being II","IANAHB",83.556,0,0.266,0.0994
"I Am Not A Human Being II","Curtains",127.925,0,0.335,0.12
"I Am Not A Human Being II","Days And Days",142.09,4,0.338,0.333
"I Am Not A Human Being II","Gunwalk",140.045,0,0.0673,0.335
"I Am Not A Human Being II","No Worries",128.022,5,0.0962,0.157
"I Am Not A Human Being II","Back To You",112.972,0,0.167,0.076
"I Am Not A Human Being II","Trigger Finger",99.953,6,0.238,0.211
"I Am Not A Human Being II","Beat The Shit",142.141,9,0.525,0.33
"I Am Not A Human Being II","Rich As Fuck",132.164,1,0.514,0.464
"I Am Not A Human Being II","Trippy",135.973,2,0.191,0.444
"I Am Not A Human Being II","Love Me",124.906,11,0.0946,0.0327
"I Am Not A Human Being II","God Bless Amerika",127.518,8,0.295,0.154
"I Am Not A Human Being II","Wowzerz",130.017,1,0.0838,0.147
"I Am Not A Human Being II","Hello",113.047,2,0.0909,0.0992
"I Am Not A Human Being II","IANAHB",83.556,0,0.266,0.0994
"I Am Not A Human Being II","Curtains",127.925,0,0.335,0.12
"I Am Not A Human Being II","Days And Days",142.09,4,0.338,0.333
"I Am Not A Human Being II","Gunwalk",140.045,0,0.0673,0.335
"I Am Not A Human Being II","No Worries",128.033,5,0.0817,0.199
"I Am Not A Human Being II","Back To You",112.965,0,0.161,0.0744
"I Am Not A Human Being II","Trigger Finger",99.978,6,0.216,0.196
"I Am Not A Human Being II","Beat The Shit",142.126,9,0.502,0.329
"I Am Not A Human Being II","Rich As Fuck",130.583,1,0.484,0.458
"I Am Not A Human Being II","Trippy",135.995,2,0.199,0.502
"I Am Not A Human Being II","Love Me",124.952,8,0.103,0.0334
"I Am Not A Human Being II","God Bless Amerika",127.946,1,0.27,0.175
"I Am Not A Human Being II","Wowzerz",130.011,1,0.0845,0.126
"I Am Not A Human Being II","Hello",113.045,2,0.061,0.113
"I Am Not A Human Being II","IANAHB - Album Version (Edited)",83.266,0,0.236,0.0815
"I Am Not A Human Being II","Curtains - Album Version (Edited)",128.019,0,0.424,0.141
"I Am Not A Human Being II","Days And Days - Album Version (Edited)",142.069,4,0.339,0.347
"I Am Not A Human Being II","Gunwalk - Album Version (Edited)",140.04,6,0.0713,0.322
"I Am Not A Human Being II","No Worries - Album Version (Edited)",127.992,5,0.106,0.147
"I Am Not A Human Being II","Back To You - Album Version (Edited)",113.002,0,0.164,0.072
"I Am Not A Human Being II","Trigger Finger - Album Version (Edited)",99.986,6,0.179,0.103
"I Am Not A Human Being II","Beat The S*** - Album Version (Edited)",142.096,9,0.476,0.464
"I Am Not A Human Being II","Rich As F*** - Album Version (Edited)",132.201,1,0.164,0.444
"I Am Not A Human Being II","Trippy - Album Version (Edited)",136.036,11,0.152,0.471
"I Am Not A Human Being II","Love Me - Album Version (Edited)",124.929,11,0.146,0.0359
"I Am Not A Human Being II","God Bless Amerika - Album Version (Edited)",127.872,1,0.303,0.143
"I Am Not A Human Being II","Wowzerz - Album Version (Edited)",130.02,1,0.0961,0.14
"I Am Not A Human Being II","Hello - Album Version (Edited)",113.054,2,0.0497,0.0962
"I Am Not A Human Being II","IANAHB - Album Version (Edited)",83.266,0,0.236,0.0815
"I Am Not A Human Being II","Curtains - Album Version (Edited)",128.019,0,0.424,0.141
"I Am Not A Human Being II","Days And Days - Album Version (Edited)",142.069,4,0.339,0.347
"I Am Not A Human Being II","Gunwalk - Album Version (Edited)",140.04,6,0.0713,0.322
"I Am Not A Human Being II","No Worries - Album Version (Edited)",128.052,5,0.0942,0.167
"I Am Not A Human Being II","Back To You - Album Version (Edited)",113,0,0.168,0.0596
"I Am Not A Human Being II","Trigger Finger - Album Version (Edited)",99.977,6,0.168,0.128
"I Am Not A Human Being II","Beat The S*** - Album Version (Edited)",142.102,9,0.481,0.487
"I Am Not A Human Being II","Rich As F*** - Album Version (Edited)",131.961,1,0.166,0.463
"I Am Not A Human Being II","Trippy - Album Version (Edited)",136.012,2,0.188,0.471
"I Am Not A Human Being II","Love Me - Album Version (Edited)",124.988,8,0.108,0.0345
"I Am Not A Human Being II","God Bless Amerika - Album Version (Edited)",127.859,8,0.264,0.175
"I Am Not A Human Being II","Wowzerz - Album Version (Edited)",130.002,11,0.0848,0.125
"I Am Not A Human Being II","Hello - Album Version (Edited)",113.045,2,0.0516,0.0995
"Tha Carter IV","Intro",130.93,8,0.149,0.207
"Tha Carter IV","Blunt Blowin",135.988,2,0.224,0.0649
"Tha Carter IV","MegaMan",101.866,11,0.256,0.286
"Tha Carter IV","6 Foot 7 Foot",79.119,2,0.318,0.304
"Tha Carter IV","Nightmares Of The Bottom",140.065,8,0.0838,0.149
"Tha Carter IV","She Will",100.14,8,0.242,0.119
"Tha Carter IV","How To Hate",145.493,7,0.527,0.0874
"Tha Carter IV","Interlude",130.864,10,0.209,0.267
"Tha Carter IV","John",77.472,11,0.112,0.111
"Tha Carter IV","Abortion",150.557,4,0.221,0.268
"Tha Carter IV","So Special",145.414,5,0.87,0.133
"Tha Carter IV","How To Love",154.001,11,0.108,0.0418
"Tha Carter IV","President Carter",79.165,2,0.126,0.24
"Tha Carter IV","It's Good",85.356,8,0.119,0.154
"Tha Carter IV","Outro",131.148,8,0.293,0.14
"Tha Carter IV","Intro",130.894,8,0.176,0.176
"Tha Carter IV","Blunt Blowin",135.989,2,0.233,0.0722
"Tha Carter IV","MegaMan",154.128,11,0.288,0.301
"Tha Carter IV","6 Foot 7 Foot - Edited Version",83.509,2,0.311,0.274
"Tha Carter IV","Nightmares Of The Bottom",140.02,8,0.0812,0.155
"Tha Carter IV","She Will",98.936,8,0.266,0.0545
"Tha Carter IV","How To Hate",75.738,4,0.533,0.091
"Tha Carter IV","Interlude",130.8,10,0.19,0.303
"Tha Carter IV","John - Edited Version",154.97,1,0.11,0.181
"Tha Carter IV","Abortion",109.545,4,0.204,0.26
"Tha Carter IV","So Special",144.794,5,0.908,0.13
"Tha Carter IV","How To Love",154.001,11,0.108,0.0416
"Tha Carter IV","President Carter",79.971,2,0.126,0.111
"Tha Carter IV","It's Good",85.184,1,0.13,0.148
"Tha Carter IV","Outro",131.13,10,0.299,0.137
"Tear Drop Tune Part 3","Mafia Music feat Birdman",143.993,11,0.248,0.27
"Tear Drop Tune Part 3","Girls on Girls",160.939,10,0.605,0.422
"Tear Drop Tune Part 3","You Know What It Is feat TPain",94.818,6,0.152,0.307
"Tear Drop Tune Part 3","Move The Damn Thing feat. Juelz Santana",170.486,2,0.345,0.269
"Tear Drop Tune Part 3","Homerun feat Juelz Santana",132.994,5,0.419,0.0497
"Tear Drop Tune Part 3","Let's Do It feat Waka Flocka",65.125,1,0.112,0.331
"Tear Drop Tune Part 3","That's What Ni**as Do",135.924,11,0.161,0.0883
"Tear Drop Tune Part 3","Inkredible feat Trae",147.083,6,0.928,0.219
"Tear Drop Tune Part 3","Realest They Come feat Dre",154.575,6,0.76,0.205
"Tear Drop Tune Part 3","Scared Money feat Young Jeezy",164.189,2,0.386,0.356
"Tear Drop Tune Part 3","I Made It feat Kevin Rudolf, Birdman and Jay Sean",120.804,7,0.33,0.178
"Tear Drop Tune Part 3","Fed Up feat DJ Khaled",178.022,1,0.908,0.299
"Tear Drop Tune Part 3","I Want It All feat Birdman and Kevin Rudolf",118.049,2,0.167,0.0602
"Tear Drop Tune Part 3","Let's Get Crazy feat Young Money",122.013,5,0.22,0.0671
"Tear Drop Tune Part 3","Other Side feat Shanell",127.893,4,0.874,0.161
"Tear Drop Tune Part 3","Strobelights feat Dirty Money",121.994,5,0.19,0.35
"Tear Drop Tune Part 3","For You feat Missy Elliot",93.767,6,0.583,0.522
"Tear Drop Tune Part 3","Str8 To The Dance Floor feat Jaimie Foxx",87.015,1,0.109,0.213
"Tear Drop Tune Part 3","Drop It Low feat Ester Dean",175.65,9,0.0972,0.395
"Tear Drop Tune Part 3","Another Planet feat Huey",136.856,1,0.5,0.248
"Tear Drop Tune Part 3","Stupid Wild feat Gucci Mane",144.012,9,0.636,0.411
"Tear Drop Tune Part 3","4 My Town",152.015,1,0.244,0.27
"I Am Not A Human Being","Gonorrhea",148.042,9,0.0823,0.25
"I Am Not A Human Being","Hold Up",162.051,1,0.753,0.136
"I Am Not A Human Being","With You",150.783,8,0.242,0.0622
"I Am Not A Human Being","I Am Not A Human Being",72.709,4,0.482,0.376
"I Am Not A Human Being","I'm Single",85.537,5,0.107,0.507
"I Am Not A Human Being","What's Wrong With Them",149.788,0,0.151,0.285
"I Am Not A Human Being","Right Above It",76.052,3,0.578,0.356
"I Am Not A Human Being","Popular",136.796,7,0.131,0.0566
"I Am Not A Human Being","That Ain't Me",161.908,8,0.215,0.314
"I Am Not A Human Being","Bill Gates",90.67,7,0.129,0.227
"I Am Not A Human Being","YM Banger",81.847,1,0.47,0.347
"I Am Not A Human Being","YM Salute",73.757,1,0.143,0.316
"I Am Not A Human Being","I Don't Like The Look Of It",84.747,1,0.186,0.363
"I Am Not A Human Being","Gonorrhea",148.042,9,0.0823,0.25
"I Am Not A Human Being","Hold Up",162.051,1,0.753,0.136
"I Am Not A Human Being","With You",150.783,8,0.242,0.0622
"I Am Not A Human Being","I Am Not A Human Being",72.709,4,0.482,0.376
"I Am Not A Human Being","I'm Single",85.537,5,0.107,0.507
"I Am Not A Human Being","What's Wrong With Them",149.788,0,0.151,0.285
"I Am Not A Human Being","Right Above It",76.052,3,0.578,0.356
"I Am Not A Human Being","Popular",136.796,7,0.131,0.0566
"I Am Not A Human Being","That Ain't Me",161.908,8,0.215,0.314
"I Am Not A Human Being","Bill Gates",90.67,7,0.129,0.227
"I Am Not A Human Being","YM Banger",81.847,1,0.47,0.347
"I Am Not A Human Being","YM Salute",73.757,1,0.143,0.316
"I Am Not A Human Being","I Don't Like The Look Of It",84.747,1,0.186,0.363
"I Am Not A Human Being","Gonorrhea - Edited Version",148.029,9,0.0796,0.252
"I Am Not A Human Being","Hold Up - Edited Version",162.031,1,0.782,0.144
"I Am Not A Human Being","With You - Edited Version",151.849,8,0.254,0.0581
"I Am Not A Human Being","I Am Not A Human Being - Edited Version",82.096,9,0.456,0.299
"I Am Not A Human Being","I'm Single - Edited Version",128.193,5,0.104,0.518
"I Am Not A Human Being","What's Wrong With Them - Edited Version",149.585,0,0.154,0.286
"I Am Not A Human Being","Right Above It - Edited",76.185,3,0.291,0.326
"I Am Not A Human Being","Popular - Edited Version",90.941,7,0.178,0.0995
"I Am Not A Human Being","That Ain't Me - Edited Version",81.141,1,0.186,0.147
"I Am Not A Human Being","Bill Gates - Edited Version",90.734,7,0.109,0.209
"I Am Not A Human Being","YM Banger - Edited Version",68.33,6,0.482,0.413
"I Am Not A Human Being","YM Salute - Edited Version",74.529,1,0.183,0.398
"I Am Not A Human Being","I Don't Like The Look Of It - Edited Version",84.824,1,0.29,0.365
"I Am Not A Human Being","Gonorrhea - Edited Version",148.029,9,0.0796,0.252
"I Am Not A Human Being","Hold Up - Edited Version",162.031,1,0.782,0.144
"I Am Not A Human Being","With You - Edited Version",151.849,8,0.254,0.0581
"I Am Not A Human Being","I Am Not A Human Being - Edited Version",82.096,9,0.456,0.299
"I Am Not A Human Being","I'm Single - Edited Version",128.193,5,0.104,0.518
"I Am Not A Human Being","What's Wrong With Them - Edited Version",149.585,0,0.154,0.286
"I Am Not A Human Being","Right Above It - Edited",76.185,3,0.291,0.326
"I Am Not A Human Being","Popular - Edited Version",90.941,7,0.178,0.0995
"I Am Not A Human Being","That Ain't Me - Edited Version",81.141,1,0.186,0.147
"I Am Not A Human Being","Bill Gates - Edited Version",90.734,7,0.109,0.209
"I Am Not A Human Being","YM Banger - Edited Version",68.33,6,0.482,0.413
"I Am Not A Human Being","YM Salute - Edited Version",74.529,1,0.183,0.398
"I Am Not A Human Being","I Don't Like The Look Of It - Edited Version",84.824,1,0.29,0.365
"Lights Out","Intro (Watch Them People)",35.629,7,0.667,0.136
"Lights Out","Get Off The Corner",178.429,4,0.18,0.289
"Lights Out","On The Grind",117.098,5,0.15,0.291
"Lights Out","Hit U Up",119.861,2,0.348,0.251
"Lights Out","Everything",89.018,7,0.232,0.278
"Lights Out","Fuck Wit Me Now",143.999,11,0.147,0.0936
"Lights Out","Lil' One",81.539,10,0.101,0.368
"Lights Out","Break Me Off",94.027,5,0.106,0.206
"Lights Out","Skit",166.041,5,0.53,0.922
"Lights Out","Wish You Would",172.285,2,0.0957,0.272
"Lights Out","Grown Man",87.055,7,0.0441,0.18
"Lights Out","Shine",96.02,7,0.307,0.1
"Lights Out","Jump Jiggy",95.032,7,0.0703,0.128
"Lights Out","Realized",172.178,7,0.118,0.312
"Lights Out","The Blues",94.005,6,0.0786,0.277
"Lights Out","Let's Go",72.98,0,0.311,0.386
"Lights Out","Biznite",166.086,10,0.149,0.107
"Lights Out","Act A Ass",175.833,7,0.231,0.158
"Lights Out","Beef",82.929,1,0.176,0.443
"Rebirth","American Star",76.976,7,0.0291,0.0409
"Rebirth","Prom Queen",144.053,7,0.146,0.0619
"Rebirth","Ground Zero",104.981,9,0.382,0.0859
"Rebirth","Da Da Da",134.998,11,0.38,0.0399
"Rebirth","Paradice",133.875,7,0.435,0.0371
"Rebirth","Get A Life",150.041,1,0.133,0.0713
"Rebirth","On Fire",132.031,11,0.171,0.0408
"Rebirth","Drop The World",144.993,1,0.244,0.317
"Rebirth","Runnin",138.041,11,0.102,0.0768
"Rebirth","One Way Trip",147.898,0,0.288,0.0315
"Rebirth","Knockout",159.992,7,0.287,0.0482
"Rebirth","The Price Is Wrong",79.99,9,0.41,0.043
"Rebirth","American Star - Album Version (Edited)",76.972,7,0.035,0.0381
"Rebirth","Prom Queen - Album Version (Edited)",143.974,7,0.127,0.063
"Rebirth","Ground Zero - Album Version (Edited)",104.99,5,0.383,0.0911
"Rebirth","Da Da Da - Album Version (Edited)",135.006,11,0.19,0.0466
"Rebirth","Paradice - Album Version (Edited)",133.895,0,0.464,0.0436
"Rebirth","Get A Life - Album Version (Edited)",150.007,1,0.248,0.0731
"Rebirth","On Fire - Album Version (Edited)",132.057,11,0.281,0.0542
"Rebirth","Drop The World - Album Version (Edited)",145.059,1,0.345,0.36
"Rebirth","Runnin - Album Version (Edited)",137.987,11,0.105,0.0839
"Rebirth","One Way Trip - Album Version (Edited)",148.013,0,0.318,0.0315
"Rebirth","Knockout - Album Version (Edited)",159.945,7,0.38,0.0458
"Rebirth","The Price Is Wrong - Album Version (Edited)",79.43,11,0.418,0.0427
"Tha Carter III","3 Peat",153.092,9,0.078,0.331
"Tha Carter III","Mr. Carter",170.86,7,0.35,0.363
"Tha Carter III","A Milli",151.468,6,0.194,0.278
"Tha Carter III","Got Money",82.479,7,0.676,0.123
"Tha Carter III","Comfortable",94.197,6,0.585,0.0755
"Tha Carter III","Dr. Carter",132.062,7,0.261,0.399
"Tha Carter III","Phone Home",148.086,8,0.143,0.155
"Tha Carter III","Tie My Hands",89.959,11,0.112,0.197
"Tha Carter III","Mrs. Officer",112.021,6,0.0767,0.189
"Tha Carter III","Let The Beat Build",154.053,8,0.38,0.247
"Tha Carter III","Shoot Me Down",149.995,1,0.111,0.128
"Tha Carter III","Lollipop",148.077,0,0.137,0.083
"Tha Carter III","La La",150.069,4,0.557,0.314
"Tha Carter III","Pussy Monster",82.619,1,0.149,0.282
"Tha Carter III","You Ain't Got Nuthin",105.613,2,0.177,0.174
"Tha Carter III","DontGetIt",76.577,4,0.15,0.275
"Tha Carter III","Action",86.439,1,0.184,0.295
"Tha Carter III","Whip It",88.916,11,0.0558,0.161
"Tha Carter III","I'm Me",150.951,11,0.225,0.272
"Tha Carter III","Gossip",81.259,9,0.0804,0.502
"Tha Carter III","Kush",62.112,1,0.0768,0.221
"Tha Carter III","Love Me or Hate Me",156.128,8,0.366,0.498
"Tha Carter III","Talkin About It",82.07,10,0.392,0.355
"Tha Carter III","3 Peat",79.969,6,0.0757,0.401
"Tha Carter III","Mr. Carter",85.769,7,0.387,0.305
"Tha Carter III","A Milli",151.583,6,0.28,0.29
"Tha Carter III","Got Money",82.517,7,0.713,0.0875
"Tha Carter III","Comfortable",94.342,6,0.597,0.0729
"Tha Carter III","Dr. Carter",170.159,0,0.284,0.44
"Tha Carter III","Phone Home",148.595,0,0.145,0.175
"Tha Carter III","Tie My Hands",89.983,11,0.112,0.226
"Tha Carter III","Mrs. Officer",111.977,6,0.0776,0.179
"Tha Carter III","Let The Beat Build",77.344,1,0.312,0.251
"Tha Carter III","Shoot Me Down",149.995,1,0.111,0.127
"Tha Carter III","Lollipop",148.082,0,0.135,0.082
"Tha Carter III","La La",150.055,4,0.57,0.308
"Tha Carter III","Pussy Monster",110.083,1,0.143,0.332
"Tha Carter III","You Ain't Got Nuthin",158.844,2,0.0836,0.202
"Tha Carter III","DontGetIt",76.417,4,0.12,0.277
"Tha Carter III","Action",86.027,1,0.16,0.249
"Tha Carter III","Whip It",177.792,11,0.0567,0.196
"Tha Carter III","Lollipop - Remix",148.019,0,0.156,0.261
"Tha Carter III","Prostitute 2",147.994,1,0.0524,0.113
"Tha Carter III","3 Peat",79.475,6,0.0757,0.405
"Tha Carter III","Mr. Carter",85.827,7,0.386,0.299
"Tha Carter III","A Milli",151.562,6,0.279,0.29
"Tha Carter III","Got Money",82.512,7,0.712,0.091
"Tha Carter III","Comfortable",94.343,6,0.596,0.0726
"Tha Carter III","Dr. Carter",83.108,7,0.284,0.398
"Tha Carter III","Phone Home",148.224,0,0.146,0.15
"Tha Carter III","Tie My Hands",89.883,11,0.112,0.2
"Tha Carter III","Mrs. Officer",111.981,6,0.0775,0.186
"Tha Carter III","Let The Beat Build",77.12,8,0.312,0.25
"Tha Carter III","Shoot Me Down",149.993,8,0.111,0.125
"Tha Carter III","Lollipop",148.073,0,0.134,0.0827
"Tha Carter III","La La",150.038,4,0.57,0.309
"Tha Carter III","Pussy Monster",109.714,1,0.143,0.334
"Tha Carter III","You Ain't Got Nuthin",158.819,2,0.0836,0.205
"Tha Carter III","DontGetIt",76.104,4,0.12,0.263
"Tha Carter III","Action",85.953,1,0.177,0.261
"Tha Carter III","Lollipop - Remix",148.054,0,0.18,0.254
"Tha Carter III","Prostitute 2",148.05,1,0.0525,0.123
"Tha Carter III","3 Peat",153.092,9,0.078,0.331
"Tha Carter III","Mr. Carter",170.86,7,0.35,0.363
"Tha Carter III","A Milli",151.468,6,0.194,0.278
"Tha Carter III","Got Money",82.479,7,0.676,0.123
"Tha Carter III","Comfortable",94.197,6,0.585,0.0755
"Tha Carter III","Dr. Carter",132.062,7,0.261,0.399
"Tha Carter III","Phone Home",148.086,8,0.143,0.155
"Tha Carter III","Tie My Hands",89.959,11,0.112,0.197
"Tha Carter III","Mrs. Officer",112.021,6,0.0767,0.189
"Tha Carter III","Let The Beat Build",154.053,8,0.38,0.247
"Tha Carter III","Shoot Me Down",149.995,1,0.111,0.128
"Tha Carter III","Lollipop",148.077,0,0.137,0.083
"Tha Carter III","La La",150.069,4,0.557,0.314
"Tha Carter III","Pussy Monster",82.619,1,0.149,0.282
"Tha Carter III","You Ain't Got Nuthin",105.613,2,0.177,0.174
"Tha Carter III","DontGetIt",76.577,4,0.15,0.275
"Tha Carter III","3 Peat - Album Version (Edited)",81.143,9,0.0781,0.401
"Tha Carter III","Mr. Carter - Album Version (Edited)",171.835,7,0.332,0.359
"Tha Carter III","A Milli - Album Version (Edited)",151.945,6,0.19,0.277
"Tha Carter III","Got Money - Album Version (Edited)",82.513,7,0.668,0.0972
"Tha Carter III","Comfortable",94.356,6,0.604,0.0633
"Tha Carter III","Dr. Carter - Album Version (Edited)",131.69,7,0.261,0.386
"Tha Carter III","Phone Home - Album Version (Edited)",147.916,8,0.134,0.209
"Tha Carter III","Tie My Hands - Album Version (Edited)",180.037,11,0.112,0.39
"Tha Carter III","Mrs. Officer - Album Version (Edited)",111.987,6,0.078,0.187
"Tha Carter III","Let The Beat Build - Album Version (Edited)",68.305,8,0.275,0.303
"Tha Carter III","Shoot Me Down - Album Version (Edited)",150.025,1,0.112,0.129
"Tha Carter III","Lollipop - Album Version (Edited)",148.062,0,0.133,0.167
"Tha Carter III","La La - Album Version (Edited)",150.158,4,0.556,0.313
"Tha Carter III","Monster - Album Version (Edited)",110.461,1,0.116,0.338
"Tha Carter III","You Ain't Got Nuthin - Album Version (Edited)",158.823,2,0.0886,0.172
"Tha Carter III","DontGetIt - Album Version (Edited)",78.06,0,0.179,0.312
"Like Father Like Son","Loyalty",73.008,4,0.417,0.393
"Like Father Like Son","Over Here Hustlin'",144.423,11,0.142,0.276
"Like Father Like Son","Stuntin' Like My Daddy - Street",160.012,5,0.162,0.04
"Like Father Like Son","1st Key",151.066,2,0.142,0.0584
"Like Father Like Son","Like Father Like Son",154.086,11,0.33,0.274
"Like Father Like Son","You Ain't Know",153.085,1,0.151,0.353
"Like Father Like Son","Family Rules",104.999,1,0.376,0.138
"Like Father Like Son","Know What I'm Doin'",155.987,4,0.06,0.127
"Like Father Like Son","Don't Die",90.068,8,0.103,0.25
"Like Father Like Son","Ain't Worried Bout Sh*t",184.062,0,0.0769,0.325
"Like Father Like Son","Out The Pound",160.009,2,0.328,0.18
"Like Father Like Son","Leather So Soft",144.987,8,0.0899,0.245
"Like Father Like Son","Army Gunz",158.035,11,0.586,0.286
"Like Father Like Son","Protector",130.045,11,0.0836,0.48
"Like Father Like Son","Get That Money",137.966,6,0.109,0.199
"Like Father Like Son","No More",148.129,6,0.11,0.0361
"Like Father Like Son","High",87.997,5,0.0746,0.236
"Like Father Like Son","Cali Dro",150.027,11,0.243,0.0819
"Like Father Like Son","About All That",76.4,11,0.183,0.172
"Like Father Like Son","Respect",144.031,11,0.228,0.0707
"Like Father Like Son","Stuntin' Like My Daddy - Rock Remix",160.164,5,0.175,0.107
"Like Father Like Son","Brown Paper Bag",146.941,7,0.154,0.225
"Like Father Like Son","Neighborhood Superstars",92.078,4,0.287,0.194
"Like Father Like Son","I'm Ridin'",76.469,1,0.0621,0.32
"Like Father Like Son","Shooter",80.97,2,0.196,0.312
"Like Father Like Son","Loyalty",73.005,4,0.417,0.393
"Like Father Like Son","Over Here Hustlin' - Album Version (Edited)",144.435,11,0.168,0.252
"Like Father Like Son","Stuntin' Like My Daddy - Radio Edit",160.004,5,0.159,0.0405
"Like Father Like Son","1st Key - Album Version (Edited)",151.01,2,0.146,0.0584
"Like Father Like Son","Like Father Like Son - Album Version (Edited)",77.012,11,0.33,0.184
"Like Father Like Son","You Ain't Know - Album Version (Edited)",153.063,1,0.12,0.385
"Like Father Like Son","Family Rules",104.957,1,0.376,0.138
"Like Father Like Son","Know What I'm Doin' - Album Version (Edited)",156.076,1,0.059,0.125
"Like Father Like Son","Don't Die",90.342,8,0.0971,0.233
"Like Father Like Son","Ain't Worried Bout Sh*t - Album Version (Edited)",184.032,0,0.0771,0.308
"Like Father Like Son","Out The Pound - Album Version (Edited)",160.022,2,0.312,0.149
"Like Father Like Son","Leather So Soft - Album Version (Edited)",144.994,1,0.0892,0.214
"Like Father Like Son","Army Gunz - Album Version (Edited)",79.441,11,0.571,0.301
"Like Father Like Son","Protector",128.661,3,0.0832,0.495
"Like Father Like Son","Get That Money - Album Version (Edited)",137.948,1,0.103,0.182
"Like Father Like Son","No More - Album Version (Edited)",148.132,6,0.113,0.036
"Like Father Like Son","High - Album Version (Edited)",87.982,5,0.089,0.286
"Like Father Like Son","Cali Dro - Album Version (Edited)",150.017,11,0.263,0.0819
"Like Father Like Son","About All That - Album Version (Edited)",86.059,11,0.188,0.159
"Like Father Like Son","Respect",144.126,11,0.243,0.0695
"Like Father Like Son","Stuntin' Like My Daddy - Rock Remix",160.182,5,0.175,0.0968
"Like Father Like Son","Brown Paper Bag - Album Version (Edited)",97.785,7,0.174,0.219
"Like Father Like Son","Neighborhood Superstars - Album Version (Edited)",92,4,0.274,0.196
"Like Father Like Son","I'm Ridin' - Album Version (Edited)",84.427,6,0.0519,0.215
"Like Father Like Son","Shooter - Album Version (Edited)",81.087,2,0.25,0.357
"Tha Carter II - Chopped & Screwed","Fly In - Chopped & Screwed",151.17,9,0.766,0.36
"Tha Carter II - Chopped & Screwed","Tha Mobb - Chopped & Screwed",125.157,1,0.689,0.479
"Tha Carter II - Chopped & Screwed","Money On My Mind - Chopped & Screwed",125.455,1,0.843,0.369
"Tha Carter II - Chopped & Screwed","Best Rapper Alive - Chopped & Screwed",125.758,1,0.757,0.151
"Tha Carter II - Chopped & Screwed","Fireman - Chopped & Screwed Album Version",128.969,2,0.39,0.191
"Tha Carter II - Chopped & Screwed","Oh No - Chopped & Screwed",127.894,5,0.332,0.542
"Tha Carter II - Chopped & Screwed","Shooter - Chopped & Screwed",133.778,6,0.199,0.237
"Tha Carter II - Chopped & Screwed","Mo Fire - Chopped & Screwed",133.676,0,0.308,0.361
"Tha Carter II - Chopped & Screwed","Weezy Baby - Chopped & Screwed",134.095,11,0.123,0.258
"Tha Carter II - Chopped & Screwed","Lock And Load - Chopped & Screwed",137.571,1,0.23,0.304
"Tha Carter II - Chopped & Screwed","Hustler Musik - Chopped & Screwed",137.843,1,0.222,0.295
"Tha Carter II - Chopped & Screwed","Watts Scratch - Chopped & Screwed",137.72,1,0.382,0.149
"Tha Carter II - Chopped & Screwed","Receipt - Chopped & Screwed",137.595,1,0.557,0.31
"Tha Carter II - Chopped & Screwed","Grown Man - Chopped & Screwed",137.762,11,0.306,0.429
"Tha Carter II - Chopped & Screwed","Hit Em Up - Chopped & Screwed",136.335,1,0.15,0.365
