"team1","team2","team1sos","team2sos","team1differential","team2differential","team1ft","team2ft","team13pt","team23pt","TRB.x","TOV.x","TRB.y","TOV.y","W.L..x","W.L..y"
"Villanova","San Diego State",1,1,1,1,0.00156494845360825,0.00148554913294798,306.586,290.7,1112,335,1121,344,0.774,0.938
