"SOURCE","TARGET","tweet_number"
"LexDeeley","Tokyogreen",2
"LexDeeley","Macman_23",2
"LexDeeley","OGBLACKPLAGUE",2
"LexDeeley","officialmcafee",2
"LexDeeley","JohnGinsberg",5
"LexDeeley","10DowningStreet",5
"LexDeeley","MattHancock",5
"LexDeeley","OefileP",6
"LexDeeley","Santos_Enugbe",6
"LexDeeley","Paa_Lash",6
"LexDeeley","buddyankie",6
"lcasashildeshe1","X22Report",11
"AlfMegoa","Jacob_Rees_Mogg",16
"AlfMegoa","EyesOnQ",17
"AlfMegoa","gatewaypundit",17
"AlfMegoa","Jacob_Rees_Mogg",18
"CloneDwarf","YouTube",19
"they_had_names","Dave06178494",23
"they_had_names","HuffPost",23
"ADeplorable12","TheJusticeDept",24
"ADeplorable12","POTUS",24
"ADeplorable12","realDonaldTrump",24
"SchemppShawn","burgessvillian",28
"SchemppShawn","spikestabber",28
"SchemppShawn","aaronkma1",28
"KriefLinda","YouTube",34
"Just2spiffy","WDWNT",35
"peterfelth","YouTube",36
"TimothySMcCoy","DilleyShow",38
"TimothySMcCoy","BuzzPatterson",39
"TimothySMcCoy","TimothySMcCoy",39
"Covidcovidhoax","davidicke",42
"TheBigDigmystic","JoeNBC",44
"tammywalt61","benshapiro",45
"Cynthia62597760","DarlaShine",48
"Cynthia62597760","codeofvets",48
"Cynthia62597760","realDonaldTrump",48
"bigchill_LC","paulrey99",49
"bigchill_LC","ZubyMusic",49
"alexandriaden","YouTube",51
"snookie1515","YouTube",56
"PatriotJohnWick","YouTube",59
"xenkallas","AkiraChanArts",61
"cuban_manny","YouTube",65
"DoubtingNo","YouTube",68
"DoubtingNo","YouTube",69
"DoubtingNo","POTUS",70
"DoubtingNo","YouTube",70
"elsufrbe","YouTube",74
"Neen_Katzmann","realDonaldTrump",78
"Neen_Katzmann","YouTube",78
"heathersmedica1","YouTube",79
"NoodleSparklez","YouTube",85
"Twinner53034734","YouTube",89
"Martin_Cov70","KTHopkins",90
"Ga1tJohn","DocEvenhouse",93
"DavidARader","YouTube",94
"Tammystuneup","YouTube",95
"Leonine35","ticticktock",96
"Leonine35","lady_kel2",96
"Leonine35","BorisJohnson",96
"SoniaAr60150998","YouTube",98
"BrianViera27","djvlad",100
"BrianViera27","houstonassassin",101
"Diurpagissa","YouTube",109
"ladydi3501","LisaMei62",110
"DemocratFed","DrJudyAMikovits",113
"SmallThings13","YouTube",116
"traceet1113","washingtonpost",124
"pam_rotchadl","realDonaldTrump",126
"pam_rotchadl","realDonaldTrump",126
"pam_rotchadl","realDonaldTrump",127
"pam_rotchadl","realDonaldTrump",127
"RhondaHurley2","YouTube",129
"guag53","YouTube",131
"TheQFactor101","fordnation",133
"TheQFactor101","fordnation.",133
"SheenMalcolm","OffGuardian0",135
"SheenMalcolm","VanessaBeeley",135
"SheenMalcolm","EvaKBartlett",135
"SheenMalcolm","elleprovocateur",135
"SheenMalcolm","Charlotte3003G",135
"SheenMalcolm","Banjomarla",135
"SheenMalcolm","21WIRE",135
"trump2720","realDonaldTrump",140
"RoyPentland","Barbarajdurkin",141
"RoyPentland","cheryl1492",142
"RoyPentland","ergodrake",142
"RoyPentland","JaggerMickOZ",142
"RoyPentland","LoganJameson4",142
"RoyPentland","WayneAllanH",142
"RoyPentland","seaplaneguy",142
"RoyPentland","Tangomitteckel",142
"RoyPentland","bee88887",142
"RoyPentland","GraceIrene21",142
"RoyPentland","NoelTurner194",142
"RoyPentland","csfc67",142
"RoyPentland","FriendsOScience",142
"RoyPentland","MichRogCook",142
"RoyPentland","Barbarajdurkin",142
"RoyPentland","Michael46830937",142
"RoyPentland","NMorris472",142
"RoyPentland","bbryson1961",142
"RoyPentland","DCTFTW",142
"RoyPentland","automaticsteam",142
"RoyPentland","alan_poirier",142
"RoyPentland","GillesnFio",142
"RoyPentland","Ike_Kiefer",142
"RoyPentland","TQMKA",142
"RoyPentland","JWSpry",142
"RoyPentland","TonyPrice241",142
"RoyPentland","KinkerMichards",142
"RoyPentland","ThomasM15940165",142
"RoyPentland","Lynn16174075",142
"RoyPentland","Erst_Officer",142
"RoyPentland","RogTallbloke",142
"RoyPentland","Karajavuori",142
"RoyPentland","fern_60",142
"RoyPentland","Amilure1",142
"RoyPentland","n0rssec",142
"RoyPentland","Carbongate",142
"RoyPentland","ramspacek",142
"RoyPentland","bluesjack42",142
"RoyPentland","Hojpojj",142
"RoyPentland","clivehbest",142
"RoyPentland","no2wind",142
"RoyPentland","SeanFlanderhijn",142
"RoyPentland","Real_BWEA",142
"RoyPentland","Ancientengineer",142
"RoyPentland","ya_pheq",142
"RoyPentland","yota_berlin",142
"RoyPentland","Lyonseed",142
"RoyPentland","luisbaram",142
"RoyPentland","RobChristie11",142
"RoyPentland","drwaheeduddin",142
"RoyPentland","FernandoLeanme",142
"RoyPentland","ergodrake",143
"RoyPentland","JaggerMickOZ",143
"RoyPentland","LoganJameson4",143
"RoyPentland","WayneAllanH",143
"RoyPentland","seaplaneguy",143
"RoyPentland","Tangomitteckel",143
"RoyPentland","bee88887",143
"RoyPentland","GraceIrene21",143
"RoyPentland","RoyPentland",143
"RoyPentland","NoelTurner194",143
"RoyPentland","csfc67",143
"RoyPentland","FriendsOScience",143
"RoyPentland","MichRogCook",143
"RoyPentland","Barbarajdurkin",143
"RoyPentland","Michael46830937",143
"RoyPentland","NMorris472",143
"RoyPentland","bbryson1961",143
"RoyPentland","DCTFTW",143
"RoyPentland","automaticsteam",143
"RoyPentland","alan_poirier",143
"RoyPentland","GillesnFio",143
"RoyPentland","Ike_Kiefer",143
"RoyPentland","TQMKA",143
"RoyPentland","JWSpry",143
"RoyPentland","TonyPrice241",143
"RoyPentland","KinkerMichards",143
"RoyPentland","ThomasM15940165",143
"RoyPentland","Lynn16174075",143
"RoyPentland","Erst_Officer",143
"RoyPentland","RogTallbloke",143
"RoyPentland","Karajavuori",143
"RoyPentland","fern_60",143
"RoyPentland","Amilure1",143
"RoyPentland","n0rssec",143
"RoyPentland","Carbongate",143
"RoyPentland","ramspacek",143
"RoyPentland","bluesjack42",143
"RoyPentland","Hojpojj",143
"RoyPentland","clivehbest",143
"RoyPentland","no2wind",143
"RoyPentland","SeanFlanderhijn",143
"RoyPentland","Real_BWEA",143
"RoyPentland","Ancientengineer",143
"RoyPentland","ya_pheq",143
"RoyPentland","yota_berlin",143
"RoyPentland","Lyonseed",143
"RoyPentland","luisbaram",143
"RoyPentland","RobChristie11",143
"RoyPentland","drwaheeduddin",143
"RoyPentland","FernandoLeanme",143
"Eleanor96001096","davidicke",145
"REALBP5","PressSec",150
"REALBP5","SarahB1822",150
"REALBP5","realDonaldTrump",150
"REALBP5","prayingmedic",151
"REALBP5","JeannieGiering",151
"REALBP5","marklevinshow",152
"REALBP5","BlazeTV",152
"REALBP5","martingeddes",153
"REALBP5","gumu555",153
"REALBP5","gatewaypundit",154
"REALBP5","writermelle",154
"REALBP5","joehoft",154
"CoCnservative","YouTube",156
"sil_ver_sur_fer","sil_ver_sur_fer",161
"sil_ver_sur_fer","visuele",161
"sil_ver_sur_fer","oakentersagain",161
"sil_ver_sur_fer","Tom_degl",161
"sil_ver_sur_fer","HetIsMij_OPA",161
"sil_ver_sur_fer","InesvanBokhoven",161
"sil_ver_sur_fer","hugodejonge",161
"sil_ver_sur_fer","MinPres",161
"sil_ver_sur_fer","5mei2020",161
"_jammer_","BBCNewsNI",163
"CLittleDev","walsh_cmg0101",164
"CLittleDev","KTHopkins",164
"CLittleDev","10DowningStreet",165
"CLittleDev","DHSCgovuk",166
"CLittleDev","Mwengway72",167
"CLittleDev","kondor_anna",167
"CLittleDev","GerardBattenUK",167
"christi11964848","austere1717",171
"ticticktock","ticticktock",172
"ticticktock","lady_kel2",172
"ticticktock","BorisJohnson",172
"DianeDenizen","gemmaod1",174
"kuusevana","PlanDemic",178
"kuusevana","va_shiva",178
"kuusevana","DrButtar",178
"kuusevana","DrJudyAMikovits",178
"kuusevana","pnjaban",178
"kuusevana","LarryEKlayman",178
"kuusevana","Barnes_Law",178
"kuusevana","VicToensing",178
"kuusevana","SidneyPowell1",178
"kuusevana","realDonaldTrump",178
"kuusevana","WhiteHouse",178
"kuusevana","realDonaldTrump",179
"fionamaeve","sparkledocawake",181
"USAJPB69","YouTube",182
"proliberty2","POTUS",183
"proliberty2","DisLeague",183
"flatearthaddict","realDonaldTrump",186
"flatearthaddict","X22Report",186
"flatearthaddict","GeorgWebb",186
"flatearthaddict","sgtreport",186
"flatearthaddict","PoliticalOrgy",186
"flatearthaddict","RedPill78",186
"flatearthaddict","YouTube",188
"ZZD_SleepingDog","YouTube",191
"ZZD_SleepingDog","YouTube",192
"charmie13","YouTube",194
"Yanasteel","BernieSanders",195
"LiveFreeQrDie","TheMaineTweeter",197
"LiveFreeQrDie","LibSaves",198
"LiveFreeQrDie","real_defender",198
"dknight716","Ilhan",200
"dknight716","gatewaypundit",200
"HarrellRyan1","YouTube",201
"HarrellRyan1","Potus",202
"HarrellRyan1","realDonaldTrump",202
"HarrellRyan1","VP",202
"HarrellRyan1","Scavino45",202
"HarrellRyan1","MarkMeadows",202
"HarrellRyan1","SecPompeo",202
"HarrellRyan1","dbongino",202
"HarrellRyan1","tucker",202
"CherokeeOwl","YouTube",204
"beginthebeguin1","2010LeeHurst",205
"beginthebeguin1","ProfKarolSikora",206
"beginthebeguin1","BorisJohnson",207
"beginthebeguin1","KTHopkins",208
"GrassoMonique","hugodejonge",209
"SHANSOFAR","AkiraChanArts",211
"MBOKSR_MAGA","YouTube",212
"ImMappin","Nigel_Farage",217
"ImMappin","JohnMappin",217
"drrachelwest","realmajordan",223
"drrachelwest","1GigiSims",223
"drrachelwest","realDonaldTrump",223
"drrachelwest","SenTomCotton",223
"Charlotte3003G","OffGuardian0",227
"Charlotte3003G","VanessaBeeley",227
"Charlotte3003G","EvaKBartlett",227
"Charlotte3003G","elleprovocateur",227
"Charlotte3003G","Charlotte3003G",227
"Charlotte3003G","Banjomarla",227
"Charlotte3003G","21WIRE",227
"Charlotte3003G","Charlotte3003G",228
"Charlotte3003G","DominicRaab",228
"croc_el","n0rbie",230
"croc_el","onthewight",230
"croc_el","howards63976817",231
"croc_el","onthewight",231
"shadey68","Ian_Fegan",236
"shadey68","gemmaod1",236
"Ellie52003833","YouTube",238
"KeithMillerMor1","EurasiaGroup",239
"KeithMillerMor1","ianbremmer",239
"KeithMillerMor1","RBReich",239
"KeithMillerMor1","camanpour",239
"17thOps","MissiWhite4",241
"17thOps","17thOps",241
"DGPurser","YouTube",242
"SeanCordicon","LisaMei62",243
"ikdoyou","YouTube",246
"KidKool4U","steve_c1970",247
"davidlane1955","YouTube",254
"Patri0t_An0n","YouTube",258
"1984Andrew1984","YouTube",260
"thedogcam","prayingmedic",262
"thedogcam","washingtonpost",263
"CoronaHoax","Project_Veritas",264
"Enoch01","YouTube",268
"JonGar00990153","KingLionheart",270
"JonGar00990153","DavidDavisMP",270
"JonGar00990153","AngelaPower7",270
"JonGar00990153","allisonpearson",271
"ProfBrianHoax","GretaThunberg",274
"ProfBrianHoax","LPerrins",275
"ProfBrianHoax","BorisJohnson",275
"PatriotProud45","YouTube",277
"MorningStarPup","YouTube",282
"warmblood","toadmeister",285
"Agata01337882","realDonaldTrump",286
"Agata01337882","Nigel_Farage",287
"Agata01337882","JohnMappin",287
"Agata01337882","MarlboroughOf",287
"Agata01337882","geordiegreig",287
"Agata01337882","Nigel_Farage",289
"Agata01337882","JohnMappin",289
"cmack00d","CNN",290
"JBeutjer","realDonaldTrump",291
"publicbankinga","scientificecon",292
"kennyprop","gemmaod1",296
"Trikkynikky1","UKUN_NewYork",299
"Trikkynikky1","tes",299
"JMESHELL7","YouTube",300
"fiebiePup","miriwood",303
"fiebiePup","Ian56789",303
"Melanie76318741","YouTube",306
"MsAnuJohanna","DrJudyAMikovits",308
"KiwiGal6","JessicaFoxNZ",309
"KiwiGal6","patrickgowernz",309
"KiwiGal6","minhealthnz",309
"CalculoMc","finegael",312
"DESMONDKING3","Harryslaststand",316
"DESMONDKING3","Acadiansheperd",317
"DESMONDKING3","Fredthefish2",317
"jewels8885","Alinherts",323
"jewels8885","MrMasonMills",323
"Ombudsman___","vonderleyen",326
"Ombudsman___","vonderleyen",326
"Ombudsman___","DarkToLiqht",327
"Ombudsman___","melindagates",327
"Ombudsman___","BillGates",327
"g_boxelaer","YouTube",328
"JacobDart5","realDonaldTrump",330
"paddua","jsolomonReports",331
"DanHarmon36","YouTube",338
"gingy_t","DrJudyAMikovits",340
"mcroff1958","LisaMei62",341
"Theresa70851511","YouTube",342
"summerbaum","BillGates",346
"summerbaum","YouTube",346
"YipekEspitia","2_catholic",357
"sherriereece","IngrahamAngle",359
"sherriereece","CapeCodAngel3",359
"kdiri808","YouTube",360
"Flimflamflik","YouTube",361
"ExitingSerfdom","realDonaldTrump",363
"ExitingSerfdom","DonaldJTrumpJr",363
"roupolimama","gatewaypundit",366
"roupolimama","cristinalaila1",366
"SpotShopMedia","jkenney",369
"SpotShopMedia","YouTube",370
"guy_connor","JamesOKeefeIII",371
"guy_connor","Project_Veritas",371
"guy_connor","seanhannity",371
"guy_connor","RedBird7x77",372
"guy_connor","WatchdogSam",372
"guy_connor","latimes",373
"StaceyNormingt1","YouTube",378
"StaceyNormingt1","YouTube",379
"Valeria45890283","YouTube",380
"svagdis","jeffsekerak",382
"svagdis","realDonaldTrump",384
"ColinSkow","realDonaldTrump",395
"ElisaMichaels","JHTreyIII",396
"ElisaMichaels","Educati0n4Libs",396
"myriamwinner1","YouTube",397
"myriamwinner1","POTUS",397
"myriamwinner1","realDonaldTrump",397
"mediamonarchy","DanielHayes31",398
"mediamonarchy","chaoticsx2",398
"mediamonarchy","critzm120",398
"mediamonarchy","2020willbelit",398
"mediamonarchy","Andrew_2786",398
"mediamonarchy","WeddingCindy",398
"mediamonarchy","MeltdownWRIF",398
"mediamonarchy","YouTube",398
"mediamonarchy","mediamonarchy",398
"HaydenH70944241","wfaa",402
"RoadToDystopia","YouTube",403
"bonita_hoss","YouTube",404
"ChrisMetzler","YouTube",405
"phunchicky","thehill",409
"Manifest_Utopia","DrJudyAMikovits",414
"Manifest_Utopia","TheCollectiveQ",415
"Manifest_Utopia","DrJudyAMikovits",415
"Manifest_Utopia","TheCollectiveQ",416
"Manifest_Utopia","DrJudyAMikovits",416
"freelife1120","tonyposnanski",420
"freelife1120","realDonaldTrump",420
"freelife1120","YouTube",421
"Valerie24190901","cravecreative",425
"Valerie24190901","CC_CRF",425
"Valerie24190901","ActforCanada",425
"Valerie24190901","99freemind",425
"Valerie24190901","MaximeBernier",425
"Valerie24190901","MarkFriesen08",425
"Valerie24190901","MarkParalovos",425
"Valerie24190901","patton6966",425
"Valerie24190901","BillyJoyce1976",425
"Valerie24190901","BillTufts",425
"Valerie24190901","peoplespca",425
"Valerie24190901","FaithGoldy",425
"Valerie24190901","Derek_FacT",425
"Valerie24190901","bimvision",425
"HFREEMA83843708","John05689094",426
"HFREEMA83843708","legslambert",426
"HFREEMA83843708","mitchellvii",426
"HFREEMA83843708","CaribouSass",428
"HFREEMA83843708","vicksiern",429
"HFREEMA83843708","mitchellvii",430
"truthytruth123","MattHancock",441
"SteveBluhm","GovAbbott?",443
"SteveBluhm","stholeary",444
"SteveBluhm","CBS11Andrea",444
"SteveBluhm","CBSDFW",444
"21Red_Rose","BillGates",446
"21Red_Rose","YouTube",446
"Conserv_Mom","YouTube",448
"alishajane777","POTUS",449
"mollyco8","YouTube",451
"Fords4Jesus","ChuckGrassley",452
"Fords4Jesus","realDonaldTrump",452
"Kadykat93","YouTube",454
"Kadykat93","Freeordie69MAGA",455
"Kadykat93","ColoradoWinds",455
"ElfShari","Ilhan",457
"DanDs435","BillGates",459
"DanDs435","YouTube",459
"DanDs435","YouTube",460
"Epona08","Orcusa1",461
"Epona08","AnonCassi",461
"VictoriaSerbia","YouTube",463
"VictoriaSerbia","YouTube",464
"PgigiL","TheCollectiveQ",465
"PgigiL","TheCollectiveQ",466
"PgigiL","TheCollectiveQ",467
"PgigiL","POTUS",467
"PgigiL","GenFlynn",467
"ZoneBPatriot","YouTube",469
"ZoneBPatriot","dgarritysantafe",470
"ZoneBPatriot","United4NM",470
"ZoneBPatriot","kalebmahan12",470
"ZoneBPatriot","JordofLBK",470
"ZoneBPatriot","TeresaH58490914",471
"ZoneBPatriot","GovMLG?",473
"ZoneBPatriot","pol_inc_puppy",474
"ZoneBPatriot","ShaunaAbney",474
"ZoneBPatriot","NGirrard",474
"ZoneBPatriot","GovMLG",474
"ZoneBPatriot","NMDOH",474
"ZoneBPatriot","GovMLG?",474
"pufffdadd","YouTube",475
"reactiveIntent","inthenow",476
"BigDonTee","realDonaldTrump",477
"Sodaliscious","YouTube",484
"Kathy76147641","finguys",490
"Kathy76147641","HarmlessYardDog",490
"Kathy76147641","RadicalCath",490
"Kathy76147641","JesseBWatters",491
"Kathy76147641","realDonaldTrump",491
"Kathy76147641","DrJudyAMikovits",492
"Kathy76147641","RaymondisFunny",494
"MaryMargaretTK","YouTube",496
"David92675199","YouTube",498
"Julietknows1","YouTube",501
"loretta_stiles","DrJudyAMikovits",502
"loretta_stiles","DemocratFed",502
"loretta_stiles","realDonaldTrump",502
"loretta_stiles","TinaAguayotv",502
"CaptnObvious77","southerntruth8",504
"CaptnObvious77","Inevitable_ET",504
"CaptnObvious77","washingtonpost",504
"CaptnObvious77","LondonBreed.",504
"all4alittlefarm","POTUS",510
"AlanJac10051970","Acosta",511
"AlanJac10051970","qlactaka",513
"AlanJac10051970","JuYeonKimTV",513
"AlanJac10051970","KPEJFOX24News",513
"AlanJac10051970","Big2News",513
"RitaMiller2001","YouTube",514
"burtmarks","KathrynTappen",516
"burtmarks","WhitneyforMT",517
"burtmarks","TiffaniThiessen",518
"burtmarks","Metallica",519
"burtmarks","AWMHFoundation",519
"burtmarks","MelissaJoanHart",520
"burtmarks","WillieDLIVE",521
"burtmarks","MorganSpurlock",522
"burtmarks","rte",522
"burtmarks","SmombieGate",523
"burtmarks","alisonhaislip",527
"melfarmer54","RealEricCarmen",528
"Florinbrutus","YouTube",530
"alabamamangreg","YouTube",533
"stokesjmike1","GovRonDeSantis",534
"stokesjmike1","seanhannity",534
"LewWelge","Carl_Hiaasen",536
"LewWelge","UFJSchool",536
"LewWelge","thenation",536
"LewWelge","CounselingViews",536
"LewWelge","UFNews",536
"LewWelge","RandolphMacon",536
"LewWelge","chrislhayes",536
"LewWelge","RalphNader",536
"LewWelge","raymcgovern",536
"LewWelge","StephenAtHome",536
"LewWelge","Connellybooks",536
"LewWelge","Tim_Dorsey",536
"LewWelge","TimRobbins1",536
"LewWelge","robreiner",536
"LewWelge","GreenPartyUS",537
"LewWelge","SPOHP",537
"LewWelge","EricaJong",537
"LewWelge","TheDailyShow",537
"tlynkelly","elenochle",544
"teresaevans25","EssexPR",545
"royomanMN","Rparkerscience",546
"royomanMN","realDonaldTrump",547
"SheilaMH77","LisaMei62",554
"People1stPlanet","YouTube",557
"DannaB1","X22Report",558
"sammymbausa","SidneyPowell1",565
"sammymbausa","VicToensing",565
"sammymbausa","pnjaban",565
"sammymbausa","LarryEKlayman",565
"sammymbausa","Barnes_Law",565
"sammymbausa","va_shiva",565
"sammymbausa","DrButtar",565
"sammymbausa","FLOTUS",565
"sammymbausa","RedNationRising",565
"sammymbausa","WhiteHouse",565
"sammymbausa","narendramodi",565
"sammymbausa","PressSec",565
"sammymbausa","PlanDemic",567
"sammymbausa","va_shiva",567
"sammymbausa","DrButtar",567
"sammymbausa","DrJudyAMikovits",567
"sammymbausa","pnjaban",567
"sammymbausa","LarryEKlayman",567
"sammymbausa","Barnes_Law",567
"sammymbausa","VicToensing",567
"sammymbausa","SidneyPowell1",567
"sammymbausa","realDonaldTrump",567
"sammymbausa","WhiteHouse",567
"MomSeeker","ROHLL5⁩",568
"HOBrien_Author","RealEricCarmen",571
"Americansonofl1","realDonaldTrump",574
"PlassSandy","YouTube",575
"PlassSandy","EatonRose1",576
"PlassSandy","realDonaldTrump",576
"1_praetorian","GodFamilyJesus",577
"RealAmericanCi2","KarluskaP",578
"jfwilb","realDonaldTrump",583
"BillyMikeKY","AshleyDavis32",586
"BillyMikeKY","FreeBeacon",587
"BillyMikeKY","HillaryClinton",587
"BillyMikeKY","AndrewStilesUSA",587
"BillyMikeKY","RealMattCouch",588
"BillyMikeKY","YouTube",590
"BillyMikeKY","realDailyWire",591
"BillyMikeKY","daytonflyer2009",592
"NilahPatel","NilahPatel",593
"NilahPatel","Krisleblanc_",593
"NilahPatel","haselcheck",593
"NilahPatel","Jhutch43945987",593
"NilahPatel","WakeUpCanada1",593
"derrick_houska","Thomas1774Paine",594
"derrick_houska","realDonaldTrump",594
"ezduzit63","AkiraChanArts",600
"DitullioMary","Alpha_57",601
"areveline","cravecreative",602
"areveline","CC_CRF",602
"areveline","ActforCanada",602
"areveline","99freemind",602
"areveline","MaximeBernier",602
"areveline","MarkFriesen08",602
"areveline","MarkParalovos",602
"areveline","patton6966",602
"areveline","BillyJoyce1976",602
"areveline","BillTufts",602
"areveline","peoplespca",602
"areveline","FaithGoldy",602
"areveline","Derek_FacT",602
"areveline","bimvision",602
"Real_DARGI","CAgovernor",603
"Real_DARGI","GavinNewsom",603
"Real_DARGI","Ann_OLeary",603
"Real_DARGI","TomSteyer",603
"Real_DARGI","JulieSuCA",603
"Real_DARGI","CDPHDirector",603
"Real_DARGI","CAPublicHealth",603
"Real_DARGI","CAGoBiz",603
"Real_DARGI","GavinNewsom",603
"Real_DARGI","MayorOfLA",603
"Real_DARGI","CAgovernor",604
"Real_DARGI","GavinNewsom",604
"Real_DARGI","Ann_OLeary",604
"Real_DARGI","TomSteyer",604
"Real_DARGI","JulieSuCA",604
"Real_DARGI","CDPHDirector",604
"Real_DARGI","CAPublicHealth",604
"Real_DARGI","CAGoBiz",604
"Real_DARGI","GavinNewsom",604
"Real_DARGI","MayorOfLA",604
"Real_DARGI","CAgovernor",605
"Real_DARGI","GavinNewsom",605
"Real_DARGI","Ann_OLeary",605
"Real_DARGI","TomSteyer",605
"Real_DARGI","JulieSuCA",605
"Real_DARGI","CDPHDirector",605
"Real_DARGI","CAPublicHealth",605
"Real_DARGI","CAGoBiz",605
"Real_DARGI","GavinNewsom",605
"Real_DARGI","MayorOfLA",605
"Real_DARGI","CAgovernor",606
"Real_DARGI","GavinNewsom",606
"Real_DARGI","Ann_OLeary",606
"Real_DARGI","TomSteyer",606
"Real_DARGI","JulieSuCA",606
"Real_DARGI","CDPHDirector",606
"Real_DARGI","CAPublicHealth",606
"Real_DARGI","CAGoBiz",606
"Real_DARGI","GavinNewsom",606
"Real_DARGI","MayorOfLA",606
"Real_DARGI","CAgovernor",607
"Real_DARGI","GavinNewsom",607
"Real_DARGI","GavinNewsom",607
"Real_DARGI","MayorOfLA",607
"ClydeEKirkland1","dbongino",609
"Jessica14748504","USMCSDI",610
"Jessica14748504","_hockeyStuff",611
"Jessica14748504","dahbou",611
"Jessica14748504","100Brexit",611
"IndigoLeo10","ramzpaul",612
"gassin123Charts","JesseBWatters",613
"gassin123Charts","realDonaldTrump",613
"gassin123Charts","!",614
"C_YSmith","9999PatriotUSMC",616
"C_YSmith","citznlegislator",616
"C_YSmith","MikkiWillis",617
"CervantesGalan","CasparKashkin",619
"CervantesGalan","velocirapture23",619
"CervantesGalan","o_rips",619
"CervantesGalan","BusyDrT",619
"CervantesGalan","rsbellmedia",619
"LeighStorz","YouTube",621
"Texas_MAGA_mom","TeamTrump",623
"Texas_MAGA_mom","realDonaldTrump",623
"Texas_MAGA_mom","cjtruth",624
"Texas_MAGA_mom","TeamTrump",625
"Texas_MAGA_mom","realDonaldTrump",625
"Texas_MAGA_mom","realDonaldTrump",626
"Texas_MAGA_mom","MeltdownWRIF",628
"tomtjp01","V_actually",630
"KimNader1","realDonaldTrump",631
"2Js1T","sniffydogs",632
"2Js1T","SirLancelotWOLF",632
"2Js1T","BreitbartNews",632
"2Js1T","RealEricCarmen",633
"2Js1T","POTUS",633
"Qanuck4truth","cravecreative",640
"Qanuck4truth","CC_CRF",640
"Qanuck4truth","ActforCanada",640
"Qanuck4truth","99freemind",640
"Qanuck4truth","MaximeBernier",640
"Qanuck4truth","MarkFriesen08",640
"Qanuck4truth","MarkParalovos",640
"Qanuck4truth","patton6966",640
"Qanuck4truth","BillyJoyce1976",640
"Qanuck4truth","BillTufts",640
"Qanuck4truth","peoplespca",640
"Qanuck4truth","FaithGoldy",640
"Qanuck4truth","Derek_FacT",640
"Qanuck4truth","bimvision",640
"AmRedPilled","JohnTory",641
"AmRedPilled","cityoftoronto",641
"AmRedPilled","TOPublicHealth",641
"TKennethClemen1","YouTube",643
"realBethNeale","BillGates",646
"realBethNeale","YouTube",646
"forrestcrunk69","YouTube",647
"DomInDaOcean","PressSec",650
"DomInDaOcean","realDonaldTrump",650
"JjSchieff","realDonaldTrump⁩",651
"JjSchieff","IngrahamAngle⁩",651
"JjSchieff","benshapiro⁩",651
"JjSchieff","CBS11Andrea",652
"FakeNewsBears","OregonGovBrown",654
"FakeNewsBears","OregonGovBrown",656
"FakeNewsBears","Newsmax",658
"BoudiceaSabeaen","POTUS",666
"BoudiceaSabeaen","patrickomaha46",667
"BoudiceaSabeaen","DudaPhillis",667
"BoudiceaSabeaen","garylphoto",667
"BoudiceaSabeaen","POTUS",667
"BoudiceaSabeaen","DudaPhillis",668
"BoudiceaSabeaen","Kerri88313965",668
"BoudiceaSabeaen","POTUS",668
"BoudiceaSabeaen","realDonaldTrump",669
"DJNazSD","YouTube",670
"Stalker17Night","GovSisolak",673
"ShredderEddie","NYGovCuomo",680
"MikeHes52772147","YouTube",685
"MikeHes52772147","MikeHes52772147",686
"DavidAllenSD","realDonaldTrump",687
"DavidAllenSD","seanhannity",688
"DavidAllenSD","YouTube",689
"DavidAllenSD","TuckerCarlson",690
"DavidAllenSD","realDonaldTrump",691
"milesgloryrd","POTUS",693
"PDVBTW2016","FreedomForHuma5",697
"PDVBTW2016","LoriLightfoot",697
"PDVBTW2016","chicagosmayor",697
"PDVBTW2016","JBPritzker",697
"PDVBTW2016","realDonaldTrump",697
"PDVBTW2016","AGWillliamBarr",697
"PDVBTW2016","prayingmedic",698
"PDVBTW2016","MarthaWootten",698
"PDVBTW2016","USMCMIL03",703
"PDVBTW2016","TheCollectiveQ",708
"PDVBTW2016","IngrahamAngle",708
"PDVBTW2016","RodrigoBorg1",710
"PDVBTW2016","KenDavi80404473",710
"PDVBTW2016","Inevitable_ET",710
"PDVBTW2016","Breaking911",710
"PDVBTW2016","LisaMei62",711
"TamaraLeigh_llc","YouTube",716
"TamaraLeigh_llc","realDonaldTrump",717
"liberty4nz","StraightArrowNZ",718
"shevans","YouTube",719
"Tommy_Voltaire","GovofCO",720
"debrand10","NYGovCuomo",722
"debrand10","gatesfoundation",722
"debrand10","NYGovCuomo",723
"debrand10","gatesfoundation",723
"PatriotPennsy","realDonaldTrump",726
"PatriotPennsy","POTUS",726
"PatriotPennsy","DNC",726
"Wally4Jesus","jjraegirl",733
"paulwanholecom","washingtonpost",740
"C0RRUPTI0N_USA","YouTube",741
"Donna0sborn","realDonaldTrump",745
"Donna0sborn","DonaldJTrumpJr",745
"JoyceGlaser","9999PatriotUSMC",747
"JoyceGlaser","citznlegislator",747
"ShotsRangOut","ShotsRangOut",749
"ShotsRangOut","BlueSea1964",749
"ShotsRangOut","YouTube",749
"eco_puppy","ashley_kendell",751
"yoakumgirl923","BillGates",755
"yoakumgirl923","YouTube",755
"SeekUFindQ1","ZupancicJareen",756
"SeekUFindQ1","quadvee",756
"Notmemom1","X22Report",761
"dma4him","YouTube",763
"PhilBarratta","YouTube",765
