,team1,team2,Result,year,outcome,Year.x,Random.x,Season.x,SeasonStart.x,Year.y,Random.y,Season.y,SeasonStart.y,Year,List,T1MinutesPlayed,T2MinutesPlayed,T1FieldGoals,T2FieldGoals,T1FieldGoalAttpt,T2FieldGoalAttpt,T1FieldGoalPct,T2FieldGoalPct,T1FieldGoals2P,T2FieldGoals2P,T1FieldGoalAttpt2P,T2FieldGoalAttpt2P,T1FieldGoals2PPct,T2FieldGoals2PPct,T1FieldGoals3P,T2FieldGoals3P,T1FieldGoalAttpt3P,T2FieldGoalAttpt3P,T1FieldGoals3PPct,T2FieldGoals3PPct,T1FreeThrows,T2FreeThrows,T1FreeThrowAttpt,T2FreeThrowAttpt,T1FreeThrowPct,T2FreeThrowPct,T1GamesPlayed,T2GamesPlayed,T1GamesWon,T2GamesWon,T1GamesLost,T2GamesLost,T1WinLossRatio,T2WinLossRatio,T1PointsScored,T2PointsScored
1032,Houston,Michigan,L 63-64,2018,0,18,343,2017-18,2017,18,34,2017-18,2017,18,1032,7000,8275,952,1092,2066,2335,0.461,0.468,655,731,1298,1324,0.505,0.552,297,361,768,1011,0.387,0.357,484,474,674,717,0.718,0.661,35,41,27,33,8,8,0.771,0.805,2685,3019
1033,Miami (FL),Loyola (IL),L 62-64,2018,0,18,1265,2017-18,2017,18,281,2017-18,2017,18,1033,6450,7600,875,995,1881,1963,0.465,0.507,628,718,1203,1263,0.522,0.568,247,277,678,700,0.364,0.396,362,454,547,626,0.662,0.725,32,38,22,32,10,6,0.688,0.842,2361,2721
1034,St. Bonaventure,Florida,L 62-77,2018,0,18,477,2017-18,2017,18,576,2017-18,2017,18,1034,6898,6874,884,893,1959,2065,0.451,0.432,629,585,1298,1233,0.485,0.474,255,308,661,832,0.386,0.37,597,483,794,673,0.752,0.718,34,34,26,21,8,13,0.765,0.618,2620,2577
1035,Arkansas,Butler,L 62-79,2018,0,18,144,2017-18,2017,18,216,2017-18,2017,18,1035,7075,7150,1005,1020,2119,2155,0.474,0.473,736,733,1438,1350,0.512,0.543,269,287,681,805,0.395,0.357,540,436,793,562,0.681,0.776,35,35,23,21,12,14,0.657,0.6,2819,2763
1036,Auburn,Charleston,W 62-58,2018,1,18,183,2017-18,2017,18,679,2017-18,2017,18,1036,6800,6925,906,875,2102,1905,0.431,0.459,582,616,1194,1185,0.487,0.52,324,259,908,720,0.357,0.36,647,527,836,699,0.774,0.754,34,34,26,26,8,8,0.765,0.765,2783,2536
1037,Rhode Island,Duke,L 62-87,2018,0,18,559,2017-18,2017,18,11,2017-18,2017,18,1037,6849,7450,954,1125,2096,2288,0.455,0.492,718,816,1426,1457,0.504,0.56,236,309,670,831,0.352,0.372,439,562,630,791,0.697,0.71,34,37,26,29,8,8,0.765,0.784,2583,3121
1038,Tennessee,Loyola (IL),L 62-63,2018,0,18,557,2017-18,2017,18,281,2017-18,2017,18,1038,7048,7600,885,995,2012,1963,0.44,0.507,612,718,1294,1263,0.473,0.568,273,277,718,700,0.38,0.396,541,454,715,626,0.757,0.725,35,38,26,32,9,6,0.743,0.842,2584,2721
1039,Kansas State,Loyola (IL),L 62-78,2018,0,18,448,2017-18,2017,18,281,2017-18,2017,18,1039,7425,7600,937,995,2025,1963,0.463,0.507,683,718,1280,1263,0.534,0.568,254,277,745,700,0.341,0.396,502,454,684,626,0.734,0.725,37,38,25,32,12,6,0.676,0.842,2630,2721
1040,Michigan,Villanova,L 62-79,2018,0,18,34,2017-18,2017,18,1,2017-18,2017,18,1040,8275,8075,1092,1220,2335,2440,0.468,0.5,731,756,1324,1282,0.552,0.59,361,464,1011,1158,0.357,0.401,474,559,717,718,0.661,0.779,41,40,33,36,8,4,0.805,0.9,3019,3463
1041,LIU,Radford,L 61-71,2018,0,18,326,2017-18,2017,18,1047,2017-18,2017,18,1041,7025,7325,935,850,2055,2000,0.455,0.425,656,573,1240,1207,0.529,0.475,279,277,815,793,0.342,0.349,547,445,786,614,0.696,0.725,35,36,18,23,17,13,0.514,0.639,2696,2422
1042,Radford,Villanova,L 61-87,2018,0,18,1047,2017-18,2017,18,1,2017-18,2017,18,1042,7325,8075,850,1220,2000,2440,0.425,0.5,573,756,1207,1282,0.475,0.59,277,464,793,1158,0.349,0.401,445,559,614,718,0.725,0.779,36,40,23,36,13,4,0.639,0.9,2422,3463
1043,Michigan,Montana,W 61-47,2018,1,18,34,2017-18,2017,18,461,2017-18,2017,18,1043,8275,6900,1092,944,2335,2021,0.468,0.467,731,758,1324,1472,0.552,0.515,361,186,1011,549,0.357,0.339,474,551,717,780,0.661,0.706,41,34,33,26,8,8,0.805,0.765,3019,2625
1044,Kansas State,Kentucky,W 61-58,2018,1,18,448,2017-18,2017,18,118,2017-18,2017,18,1044,7425,7425,937,998,2025,2115,0.463,0.472,683,803,1280,1569,0.534,0.512,254,195,745,546,0.341,0.357,502,649,684,930,0.734,0.698,37,37,25,26,12,11,0.676,0.703,2630,2840
1045,Syracuse,Arizona State,W 60-56,2018,1,18,890,2017-18,2017,18,414,2017-18,2017,18,1045,7500,6431,832,888,1995,1920,0.417,0.463,624,600,1340,1127,0.466,0.532,208,288,655,793,0.318,0.363,594,581,807,793,0.736,0.733,37,32,23,20,14,12,0.622,0.625,2466,2645
1046,Penn,Kansas,L 60-76,2018,0,18,758,2017-18,2017,18,9,2017-18,2017,18,1046,6775,7825,893,1165,1948,2366,0.458,0.492,602,774,1117,1392,0.539,0.556,291,391,831,974,0.35,0.401,429,453,651,640,0.659,0.708,33,39,24,31,9,8,0.727,0.795,2506,3174
1047,Stephen F. Austin,Texas Tech,L 60-70,2018,0,18,145,2017-18,2017,18,225,2017-18,2017,18,1047,7000,7450,1000,964,2059,2096,0.486,0.46,758,712,1408,1394,0.538,0.511,242,252,651,702,0.372,0.359,577,579,819,823,0.705,0.704,35,37,28,27,7,10,0.8,0.73,2819,2759
1048,Gonzaga,Florida State,L 60-75,2018,0,18,18,2017-18,2017,18,162,2017-18,2017,18,1048,7497,7099,1125,994,2261,2125,0.498,0.468,797,721,1370,1344,0.582,0.536,328,273,891,781,0.368,0.35,513,543,725,786,0.708,0.691,37,35,32,23,5,12,0.865,0.657,3091,2806
1049,Creighton,Kansas State,L 59-69,2018,0,18,228,2017-18,2017,18,448,2017-18,2017,18,1049,6650,7425,1008,937,2050,2025,0.492,0.463,665,683,1127,1280,0.59,0.534,343,254,923,745,0.372,0.341,397,502,531,684,0.748,0.734,33,37,21,25,12,12,0.636,0.676,2756,2630
1050,Texas Tech,Villanova,L 59-71,2018,0,18,225,2017-18,2017,18,1,2017-18,2017,18,1050,7450,8075,964,1220,2096,2440,0.46,0.5,712,756,1394,1282,0.511,0.59,252,464,702,1158,0.359,0.401,579,559,823,718,0.704,0.779,37,40,27,36,10,4,0.73,0.9,2759,3463
1051,UCLA,St. Bonaventure,L 58-65,2018,0,18,356,2017-18,2017,18,477,2017-18,2017,18,1051,6750,6898,927,884,2014,1959,0.46,0.451,617,629,1201,1298,0.514,0.485,310,255,813,661,0.381,0.386,515,597,715,794,0.72,0.752,33,34,21,26,12,8,0.636,0.765,2679,2620
1052,Charleston,Auburn,L 58-62,2018,0,18,679,2017-18,2017,18,183,2017-18,2017,18,1052,6925,6800,875,906,1905,2102,0.459,0.431,616,582,1185,1194,0.52,0.487,259,324,720,908,0.36,0.357,527,647,699,836,0.754,0.774,34,34,26,26,8,8,0.765,0.765,2536,2783
1053,Alabama,Villanova,L 58-81,2018,0,18,510,2017-18,2017,18,1,2017-18,2017,18,1053,7177,8075,910,1220,1975,2440,0.461,0.5,681,756,1273,1282,0.535,0.59,229,464,702,1158,0.326,0.401,555,559,828,718,0.67,0.779,36,40,20,36,16,4,0.556,0.9,2604,3463
1054,Kentucky,Kansas State,L 58-61,2018,0,18,118,2017-18,2017,18,448,2017-18,2017,18,1054,7425,7425,998,937,2115,2025,0.472,0.463,803,683,1569,1280,0.512,0.534,195,254,546,745,0.357,0.341,649,502,930,684,0.698,0.734,37,37,26,25,11,12,0.703,0.676,2840,2630
1055,Michigan,Florida State,W 58-54,2018,1,18,34,2017-18,2017,18,162,2017-18,2017,18,1055,8275,7099,1092,994,2335,2125,0.468,0.468,731,721,1324,1344,0.552,0.536,361,273,1011,781,0.357,0.35,474,543,717,786,0.661,0.691,41,35,33,23,8,12,0.805,0.657,3019,2806
1056,Syracuse,TCU,W 57-52,2018,1,18,890,2017-18,2017,18,301,2017-18,2017,18,1056,7500,6725,832,979,1995,1973,0.417,0.496,624,705,1340,1279,0.466,0.551,208,274,655,694,0.318,0.395,594,476,807,674,0.736,0.706,37,33,23,21,14,12,0.622,0.636,2466,2708
1057,Loyola (IL),Michigan,L 57-69,2018,0,18,281,2017-18,2017,18,34,2017-18,2017,18,1057,7600,8275,995,1092,1963,2335,0.507,0.468,718,731,1263,1324,0.568,0.552,277,361,700,1011,0.396,0.357,454,474,626,717,0.725,0.661,38,41,32,33,6,8,0.842,0.805,2721,3019
1058,Arizona State,Syracuse,L 56-60,2018,0,18,414,2017-18,2017,18,890,2017-18,2017,18,1058,6431,7500,888,832,1920,1995,0.463,0.417,600,624,1127,1340,0.532,0.466,288,208,793,655,0.363,0.318,581,594,793,807,0.733,0.736,32,37,20,23,12,14,0.625,0.622,2645,2466
1059,Syracuse,Michigan State,W 55-53,2018,1,18,890,2017-18,2017,18,161,2017-18,2017,18,1059,7500,7025,832,991,1995,1996,0.417,0.496,624,701,1340,1271,0.466,0.552,208,290,655,725,0.318,0.4,594,535,807,716,0.736,0.747,37,35,23,30,14,5,0.622,0.857,2466,2807
1060,Missouri,Florida State,L 54-67,2018,0,18,1135,2017-18,2017,18,162,2017-18,2017,18,1060,6651,7099,794,994,1765,2125,0.45,0.468,488,721,966,1344,0.505,0.536,306,273,799,781,0.383,0.35,505,543,688,786,0.734,0.691,33,35,20,23,13,12,0.606,0.657,2399,2806
1061,Virginia,UMBC,L 54-74,2018,0,18,1582,2017-18,2017,18,446,2017-18,2017,18,1061,6825,7200,848,926,1844,2088,0.46,0.443,601,562,1199,1148,0.501,0.49,247,364,645,940,0.383,0.387,340,414,451,641,0.754,0.646,34,36,31,25,3,11,0.912,0.694,2283,2630
1062,Florida State,Michigan,L 54-58,2018,0,18,162,2017-18,2017,18,34,2017-18,2017,18,1062,7099,8275,994,1092,2125,2335,0.468,0.468,721,731,1344,1324,0.536,0.552,273,361,781,1011,0.35,0.357,543,474,786,717,0.691,0.661,35,41,23,33,12,8,0.657,0.805,2806,3019
1063,Georgia State,Cincinnati,L 53-68,2018,0,18,493,2017-18,2017,18,367,2017-18,2017,18,1063,7075,7200,937,944,2033,2100,0.461,0.45,614,682,1194,1358,0.514,0.502,323,262,839,742,0.385,0.353,417,523,615,756,0.678,0.692,35,36,24,31,11,5,0.686,0.861,2614,2673
1064,Michigan State,Syracuse,L 53-55,2018,0,18,161,2017-18,2017,18,890,2017-18,2017,18,1064,7025,7500,991,832,1996,1995,0.496,0.417,701,624,1271,1340,0.552,0.466,290,208,725,655,0.4,0.318,535,594,716,807,0.747,0.736,35,37,30,23,5,14,0.857,0.622,2807,2466
1065,Auburn,Clemson,L 53-84,2018,0,18,183,2017-18,2017,18,556,2017-18,2017,18,1065,6800,7051,906,899,2102,1971,0.431,0.456,582,611,1194,1185,0.487,0.516,324,288,908,786,0.357,0.366,647,498,836,660,0.774,0.755,34,35,26,25,8,10,0.765,0.714,2783,2584
1066,TCU,Syracuse,L 52-57,2018,0,18,301,2017-18,2017,18,890,2017-18,2017,18,1066,6725,7500,979,832,1973,1995,0.496,0.417,705,624,1279,1340,0.551,0.466,274,208,694,655,0.395,0.318,476,594,674,807,0.706,0.736,33,37,21,23,12,14,0.636,0.622,2708,2466
1067,Kansas State,UMBC,W 50-43,2018,1,18,448,2017-18,2017,18,446,2017-18,2017,18,1067,7425,7200,937,926,2025,2088,0.463,0.443,683,562,1280,1148,0.534,0.49,254,364,745,940,0.341,0.387,502,414,684,641,0.734,0.646,37,36,25,25,12,11,0.676,0.694,2630,2630
1068,Cal St Fullerton,Purdue,L 48-74,2018,0,18,1438,2017-18,2017,18,55,2017-18,2017,18,1068,6450,7425,804,1033,1721,2097,0.467,0.493,637,680,1221,1257,0.522,0.541,167,353,500,840,0.334,0.42,543,555,745,747,0.729,0.743,32,37,20,30,12,7,0.625,0.811,2318,2974
1069,Wright State,Tennessee,L 47-73,2018,0,18,780,2017-18,2017,18,557,2017-18,2017,18,1069,7050,7048,873,885,2019,2012,0.432,0.44,636,612,1316,1294,0.483,0.473,237,273,703,718,0.337,0.38,517,541,723,715,0.715,0.757,35,35,25,26,10,9,0.714,0.743,2500,2584
1070,Montana,Michigan,L 47-61,2018,0,18,461,2017-18,2017,18,34,2017-18,2017,18,1070,6900,8275,944,1092,2021,2335,0.467,0.468,758,731,1472,1324,0.515,0.552,186,361,549,1011,0.339,0.357,551,474,780,717,0.706,0.661,34,41,26,33,8,8,0.765,0.805,2625,3019
1071,N.C. Central,Texas Southern,L 46-64,2018,0,18,717,2017-18,2017,18,179,2017-18,2017,18,1071,7024,7251,949,925,2060,2111,0.461,0.438,737,645,1420,1330,0.519,0.485,212,280,640,781,0.331,0.359,410,657,597,906,0.687,0.725,35,36,19,16,16,20,0.543,0.444,2520,2787
1072,UMBC,Kansas State,L 43-50,2018,0,18,446,2017-18,2017,18,448,2017-18,2017,18,1072,7200,7425,926,937,2088,2025,0.443,0.463,562,683,1148,1280,0.49,0.534,364,254,940,745,0.387,0.341,414,502,641,684,0.646,0.734,36,37,25,25,11,12,0.694,0.676,2630,2630
1073,Purdue,Tennessee,W 99-94 (OT),2019,1,19,223,2018-19,2018,19,30,2018-19,2018,19,1073,7298,7525,967,1106,2145,2231,0.451,0.496,602,844,1168,1517,0.515,0.556,365,262,977,714,0.374,0.367,461,561,641,744,0.719,0.754,36,37,26,31,10,6,0.722,0.838,2760,3035
1074,Auburn,UNC,W 97-80,2019,1,19,8,2018-19,2018,19,22,2018-19,2018,19,1074,8075,7225,1097,1118,2439,2410,0.45,0.464,643,806,1235,1548,0.521,0.521,454,312,1204,862,0.377,0.362,540,541,760,728,0.711,0.743,40,36,30,29,10,7,0.75,0.806,3188,3089
1075,Oklahoma,Ole Miss,W 95-72,2019,1,19,1046,2018-19,2018,19,821,2018-19,2018,19,1075,6824,6625,883,876,1975,1906,0.447,0.46,657,604,1321,1146,0.497,0.527,226,272,654,760,0.346,0.358,431,461,618,589,0.697,0.783,34,33,20,20,14,13,0.588,0.606,2423,2485
1076,Tennessee,Purdue,L 94-99 (OT),2019,0,19,30,2018-19,2018,19,223,2018-19,2018,19,1076,7525,7298,1106,967,2231,2145,0.496,0.451,844,602,1517,1168,0.556,0.515,262,365,714,977,0.367,0.374,561,461,744,641,0.754,0.719,37,36,31,26,6,10,0.838,0.722,3035,2760
1077,Buffalo,Arizona State,W 91-74,2019,1,19,29,2018-19,2018,19,426,2018-19,2018,19,1077,7225,6900,1083,899,2344,2012,0.462,0.447,739,659,1322,1298,0.559,0.508,344,240,1022,714,0.337,0.336,527,600,767,882,0.687,0.68,36,34,32,23,4,11,0.889,0.676,3037,2638
1078,Florida State,Murray State,W 90-62,2019,1,19,208,2018-19,2018,19,273,2018-19,2018,19,1078,7500,6600,960,988,2171,2007,0.442,0.492,688,730,1352,1276,0.509,0.572,272,258,819,731,0.332,0.353,579,493,778,673,0.744,0.733,37,33,29,28,8,5,0.784,0.848,2771,2727
1079,Auburn,Kansas,W 89-75,2019,1,19,8,2018-19,2018,19,278,2018-19,2018,19,1079,8075,7275,1097,989,2439,2128,0.45,0.465,643,729,1235,1385,0.521,0.526,454,260,1204,743,0.377,0.35,540,487,760,691,0.711,0.705,40,36,30,26,10,10,0.75,0.722,3188,2725
1080,UNC,Iona,W 88-73,2019,1,19,22,2018-19,2018,19,694,2018-19,2018,19,1080,7225,6600,1118,857,2410,1897,0.464,0.452,806,560,1548,1052,0.521,0.532,312,297,862,845,0.362,0.351,541,521,728,699,0.743,0.745,36,33,29,17,7,16,0.806,0.515,3089,2532
1081,Kansas,Northeastern,W 87-53,2019,1,19,278,2018-19,2018,19,606,2018-19,2018,19,1081,7275,6925,989,880,2128,1848,0.465,0.476,729,552,1385,990,0.526,0.558,260,328,743,858,0.35,0.382,487,476,691,634,0.705,0.751,36,34,26,23,10,11,0.722,0.676,2725,2564
1082,Gonzaga,Fairl. Dickinson,W 87-49,2019,1,19,4,2018-19,2018,19,478,2018-19,2018,19,1082,7399,7100,1177,921,2239,1939,0.526,0.475,890,652,1449,1267,0.614,0.515,287,269,790,672,0.363,0.4,602,509,791,702,0.761,0.725,37,35,33,21,4,14,0.892,0.6,3243,2620
1083,Purdue,Villanova,W 87-61,2019,1,19,223,2018-19,2018,19,395,2018-19,2018,19,1083,7298,7270,967,884,2145,2019,0.451,0.438,602,504,1168,938,0.515,0.537,365,380,977,1081,0.374,0.352,461,506,641,695,0.719,0.728,36,36,26,26,10,10,0.722,0.722,2760,2654
1084,Minnesota,Louisville,W 86-76,2019,1,19,667,2018-19,2018,19,681,2018-19,2018,19,1084,7220,6900,887,854,2039,1967,0.435,0.434,696,560,1436,1107,0.485,0.506,191,294,603,860,0.317,0.342,578,534,848,687,0.682,0.777,36,34,22,20,14,14,0.611,0.588,2543,2536
1085,Duke,North Dakota St.,W 85-62,2019,1,19,10,2018-19,2018,19,639,2018-19,2018,19,1085,7624,7045,1157,874,2418,1926,0.478,0.454,879,542,1515,1016,0.58,0.533,278,332,903,910,0.308,0.365,551,476,803,613,0.686,0.777,38,35,32,19,6,16,0.842,0.543,3143,2556
1086,Virginia,Texas Tech,W 85-77 (OT),2019,1,19,291,2018-19,2018,19,213,2018-19,2018,19,1086,7674,7652,974,990,2056,2110,0.474,0.469,653,713,1243,1351,0.525,0.528,321,277,813,759,0.395,0.365,445,508,598,694,0.744,0.732,38,38,35,31,3,7,0.921,0.816,2714,2765
1087,Wofford,Seton Hall,W 84-68,2019,1,19,87,2018-19,2018,19,750,2018-19,2018,19,1087,7050,6875,1044,888,2132,2021,0.49,0.439,659,648,1203,1280,0.548,0.506,385,240,929,741,0.414,0.324,406,492,577,697,0.704,0.706,35,34,30,20,5,14,0.857,0.588,2879,2508
1088,Houston,Georgia State,W 84-55,2019,1,19,180,2018-19,2018,19,519,2018-19,2018,19,1088,7401,6800,982,903,2203,1968,0.446,0.459,649,573,1264,1109,0.513,0.517,333,330,939,859,0.355,0.384,490,462,697,694,0.703,0.666,37,34,33,24,4,10,0.892,0.706,2787,2598
1089,Murray State,Marquette,W 83-64,2019,1,19,273,2018-19,2018,19,450,2018-19,2018,19,1089,6600,6870,988,893,2007,1969,0.492,0.454,730,574,1276,1147,0.572,0.5,258,319,731,822,0.353,0.388,493,524,673,692,0.733,0.757,33,34,28,24,5,10,0.848,0.706,2727,2629
1090,Gonzaga,Baylor,W 83-71,2019,1,19,4,2018-19,2018,19,975,2018-19,2018,19,1090,7399,6825,1177,869,2239,1966,0.526,0.442,890,595,1449,1163,0.614,0.512,287,274,790,803,0.363,0.341,602,430,791,635,0.761,0.677,37,34,33,20,4,14,0.892,0.588,3243,2442
1091,Tennessee,Iowa,W 83-77 (OT),2019,1,19,30,2018-19,2018,19,247,2018-19,2018,19,1091,7525,7075,1106,914,2231,2006,0.496,0.456,844,629,1517,1224,0.556,0.514,262,285,714,782,0.367,0.364,561,627,744,849,0.754,0.739,37,35,31,23,6,12,0.838,0.657,3035,2740
1092,Fairl. Dickinson,Prairie View,W 82-76,2019,1,19,478,2018-19,2018,19,458,2018-19,2018,19,1092,7100,7000,921,903,1939,2061,0.475,0.438,652,678,1267,1358,0.515,0.499,269,225,672,703,0.4,0.32,509,596,702,875,0.725,0.681,35,35,21,22,14,13,0.6,0.629,2620,2627
1093,Belmont,Temple,W 81-70,2019,1,19,97,2018-19,2018,19,895,2018-19,2018,19,1093,6650,6700,1042,873,2094,1998,0.498,0.437,699,626,1172,1250,0.596,0.501,343,247,922,748,0.372,0.33,441,472,598,649,0.737,0.727,33,33,27,23,6,10,0.818,0.697,2868,2465
1094,UNC,Washington,W 81-59,2019,1,19,22,2018-19,2018,19,743,2018-19,2018,19,1094,7225,7225,1118,883,2410,1956,0.464,0.451,806,610,1548,1176,0.521,0.519,312,273,862,780,0.362,0.35,541,472,728,679,0.743,0.695,36,36,29,27,7,9,0.806,0.75,3089,2511
1095,Liberty,Miss. St.,W 80-76,2019,1,19,396,2018-19,2018,19,456,2018-19,2018,19,1095,7200,6850,963,936,1977,1982,0.487,0.472,641,644,1104,1208,0.581,0.533,322,292,873,774,0.369,0.377,406,464,524,647,0.775,0.717,36,34,29,23,7,11,0.806,0.676,2654,2628
1096,Michigan State,LSU,W 80-63,2019,1,19,32,2018-19,2018,19,152,2018-19,2018,19,1096,7852,7176,1071,988,2230,2162,0.48,0.457,752,752,1386,1422,0.543,0.529,319,236,844,740,0.378,0.319,564,603,749,802,0.753,0.752,39,35,32,28,7,7,0.821,0.8,3025,2815
1097,UNC,Auburn,L 80-97,2019,0,19,22,2018-19,2018,19,8,2018-19,2018,19,1097,7225,8075,1118,1097,2410,2439,0.464,0.45,806,643,1548,1235,0.521,0.521,312,454,862,1204,0.362,0.377,541,540,728,760,0.743,0.711,36,40,29,30,7,10,0.806,0.75,3089,3188
1098,Virginia,Purdue,W 80-75 (OT),2019,1,19,291,2018-19,2018,19,223,2018-19,2018,19,1098,7674,7298,974,967,2056,2145,0.474,0.451,653,602,1243,1168,0.525,0.515,321,365,813,977,0.395,0.374,445,461,598,641,0.744,0.719,38,36,35,26,3,10,0.921,0.722,2714,2760
1099,LSU,Yale,W 79-74,2019,1,19,152,2018-19,2018,19,1026,2018-19,2018,19,1099,7176,6075,988,893,2162,1812,0.457,0.493,752,663,1422,1178,0.529,0.563,236,230,740,634,0.319,0.363,603,411,802,557,0.752,0.738,35,30,28,22,7,8,0.8,0.733,2815,2427
1100,Maryland,Belmont,W 79-77,2019,1,19,1017,2018-19,2018,19,97,2018-19,2018,19,1100,6797,6650,858,1042,1909,2094,0.449,0.498,611,699,1202,1172,0.508,0.596,247,343,707,922,0.349,0.372,466,441,627,598,0.743,0.737,34,33,23,27,11,6,0.676,0.818,2429,2868
1101,Kentucky,Abilene Christ.,W 79-44,2019,1,19,163,2018-19,2018,19,774,2018-19,2018,19,1101,7451,6850,978,897,2050,1911,0.477,0.469,763,646,1443,1251,0.529,0.516,215,251,607,660,0.354,0.38,635,457,859,642,0.739,0.712,37,34,30,27,7,7,0.811,0.794,2806,2502
1102,Iowa,Cincinnati,W 79-72,2019,1,19,247,2018-19,2018,19,746,2018-19,2018,19,1102,7075,7050,914,872,2006,2018,0.456,0.432,629,640,1224,1345,0.514,0.476,285,232,782,673,0.364,0.345,627,534,849,758,0.739,0.704,35,35,23,28,12,7,0.657,0.8,2740,2510
1103,North Dakota St.,N.C. Central,W 78-74,2019,1,19,639,2018-19,2018,19,1019,2018-19,2018,19,1103,7045,6825,874,874,1926,1922,0.454,0.455,542,653,1016,1229,0.533,0.531,332,221,910,693,0.365,0.319,476,460,613,641,0.777,0.718,35,34,19,18,16,16,0.543,0.529,2556,2429
1104,Auburn,New Mexico St.,W 78-77,2019,1,19,8,2018-19,2018,19,256,2018-19,2018,19,1104,8075,7019,1097,962,2439,2092,0.45,0.46,643,636,1235,1115,0.521,0.57,454,326,1204,977,0.377,0.334,540,484,760,714,0.711,0.678,40,35,30,30,10,5,0.75,0.857,3188,2734
1105,Baylor,Syracuse,W 78-69,2019,1,19,975,2018-19,2018,19,1229,2018-19,2018,19,1105,6825,6824,869,808,1966,1907,0.442,0.424,595,534,1163,1083,0.512,0.493,274,274,803,824,0.341,0.333,430,480,635,701,0.677,0.685,34,34,20,20,14,14,0.588,0.588,2442,2370
1106,Washington,Utah State,W 78-61,2019,1,19,743,2018-19,2018,19,233,2018-19,2018,19,1106,7225,7050,883,959,1956,2038,0.451,0.471,610,685,1176,1266,0.519,0.541,273,274,780,772,0.35,0.355,472,559,679,747,0.695,0.748,36,35,27,28,9,7,0.75,0.8,2511,2753
1107,Texas Tech,Buffalo,W 78-58,2019,1,19,213,2018-19,2018,19,29,2018-19,2018,19,1107,7652,7225,990,1083,2110,2344,0.469,0.462,713,739,1351,1322,0.528,0.559,277,344,759,1022,0.365,0.337,508,527,694,767,0.732,0.687,38,36,31,32,7,4,0.816,0.889,2765,3037
1108,New Mexico St.,Auburn,L 77-78,2019,0,19,256,2018-19,2018,19,8,2018-19,2018,19,1108,7019,8075,962,1097,2092,2439,0.46,0.45,636,643,1115,1235,0.57,0.521,326,454,977,1204,0.334,0.377,484,540,714,760,0.678,0.711,35,40,30,30,5,10,0.857,0.75,2734,3188
1109,Belmont,Maryland,L 77-79,2019,0,19,97,2018-19,2018,19,1017,2018-19,2018,19,1109,6650,6797,1042,858,2094,1909,0.498,0.449,699,611,1172,1202,0.596,0.508,343,247,922,707,0.372,0.349,441,466,598,627,0.737,0.743,33,34,27,23,6,11,0.818,0.676,2868,2429
1110,Tennessee,Colgate,W 77-70,2019,1,19,30,2018-19,2018,19,406,2018-19,2018,19,1110,7525,7075,1106,955,2231,1995,0.496,0.479,844,635,1517,1180,0.556,0.538,262,320,714,815,0.367,0.393,561,418,744,563,0.754,0.742,37,35,31,24,6,11,0.838,0.686,3035,2648
1111,Iowa,Tennessee,L 77-83 (OT),2019,0,19,247,2018-19,2018,19,30,2018-19,2018,19,1111,7075,7525,914,1106,2006,2231,0.456,0.496,629,844,1224,1517,0.514,0.556,285,262,782,714,0.364,0.367,627,561,849,744,0.739,0.754,35,37,23,31,12,6,0.657,0.838,2740,3035
1112,Duke,UCF,W 77-76,2019,1,19,10,2018-19,2018,19,1177,2018-19,2018,19,1112,7624,6625,1157,819,2418,1763,0.478,0.465,879,590,1515,1135,0.58,0.52,278,229,903,628,0.308,0.365,551,518,803,798,0.686,0.649,38,33,32,24,6,9,0.842,0.727,3143,2385
1113,Auburn,Kentucky,W 77-71 (OT),2019,1,19,8,2018-19,2018,19,163,2018-19,2018,19,1113,8075,7451,1097,978,2439,2050,0.45,0.477,643,763,1235,1443,0.521,0.529,454,215,1204,607,0.377,0.354,540,635,760,859,0.711,0.739,40,37,30,30,10,7,0.75,0.811,3188,2806
1114,Texas Tech,Virginia,L 77-85 (OT),2019,0,19,213,2018-19,2018,19,291,2018-19,2018,19,1114,7652,7674,990,974,2110,2056,0.469,0.474,713,653,1351,1243,0.528,0.525,277,321,759,813,0.365,0.395,508,445,694,598,0.732,0.744,38,38,31,35,7,3,0.816,0.921,2765,2714
1115,Prairie View,Fairl. Dickinson,L 76-82,2019,0,19,458,2018-19,2018,19,478,2018-19,2018,19,1115,7000,7100,903,921,2061,1939,0.438,0.475,678,652,1358,1267,0.499,0.515,225,269,703,672,0.32,0.4,596,509,875,702,0.681,0.725,35,35,22,21,13,14,0.629,0.6,2627,2620
1116,Louisville,Minnesota,L 76-86,2019,0,19,681,2018-19,2018,19,667,2018-19,2018,19,1116,6900,7220,854,887,1967,2039,0.434,0.435,560,696,1107,1436,0.506,0.485,294,191,860,603,0.342,0.317,534,578,687,848,0.777,0.682,34,36,20,22,14,14,0.588,0.611,2536,2543
1117,Florida State,Vermont,W 76-69,2019,1,19,208,2018-19,2018,19,751,2018-19,2018,19,1117,7500,6850,960,864,2171,1887,0.442,0.458,688,591,1352,1126,0.509,0.525,272,273,819,761,0.332,0.359,579,507,778,678,0.744,0.748,37,34,29,27,8,7,0.784,0.794,2771,2508
