"SOURCE","TARGET","tweet_number"
"J_ManEarthTruth","VincentCrypt46",1
"J_ManEarthTruth","YouTube",1
"StewartFDuBose1","realDonaldTrump",2
"StewartFDuBose1","YouTub",3
"LetsMoveOnward","YouTube",4
"LetsMoveOnward","YouTube",5
"KristinPanagak1","YouTube",8
"MattPhillips22","joerogan",9
"MattPhillips22","DrJudyAMikovits",9
"bonillajoed","AkiraChanArts",10
"Freedom55534265","gatewaypundit",11
"PrisselAlyssa","BretWeinstein",15
"bryanmccomas69","gatewaypundit",16
"HostetterGmail","gatewaypundit",17
"HostetterGmail","gatewaypundit",18
"HostetterGmail","gatewaypundit",19
"ANGELRama2007","YouTube",20
"djsepsis","ElevateUKclub",21
"djsepsis","BernieSanders",24
"djsepsis","YouTube",27
"djsepsis","OH2AZ78",29
"djsepsis","cathyurbanski1",29
"djsepsis","realDonaldTrump⁩",31
"djsepsis","gatewaypundit",32
"djsepsis","jimcramer",33
"djsepsis","AkiraChanArts",33
"djsepsis","getongab",34
"djsepsis","YouTube",35
"djsepsis","DrJudyAMikovits",37
"djsepsis","twitter",39
"djsepsis","youtube",39
"djsepsis","microsoft",39
"djsepsis","BillGates",39
"djsepsis","gatesfoundation",39
"djsepsis","melindagates",39
"djsepsis","AkiraChanArts",40
"djsepsis","realDonaldTrump",42
"djsepsis","Scavino45",42
"djsepsis","parscale",42
"djsepsis","TuckerCarlson",42
"djsepsis","seanhannity",42
"djsepsis","IngrahamAngle",42
"djsepsis","YouTube...",43
"LedfordLeland","gatewaypundit",53
"Thenew84","ChildrensHD",55
"LisaLKP4141","gatewaypundit",56
"LisaLKP4141","seanhannity",58
"LisaLKP4141","IngrahamAngle",58
"LisaLKP4141","TuckerCarlson",58
"LisaLKP4141","ChanelRion",58
"LisaLKP4141","realDonaldTrump",58
"Texas_MAGA_mom","gatewaypundit",62
"Texas_MAGA_mom","Melissa232220",64
"Texas_MAGA_mom","OANN",64
"Texas_MAGA_mom","gatewaypundit",65
"CAParalegalServ","POTUS",68
"Sheera_G","YouTube",71
"JaneStoddart1","YouTube",73
"donna57259304","gatewaypundit",74
"Sparta2427","htTweets",75
"wandhand","99freemind",76
"bellesouth826","YouTube",77
"MikeA67NY","YouTube",78
"MissMagnolia16","gatewaypundit",79
"MissMagnolia16","YouTube",80
"MissMagnolia16","POTUS",81
"MissMagnolia16","TheWhiteHouse",81
"MissMagnolia16","gatewaypundit",81
"cya_tl","YouTube",82
"rpkuhner","SheepKnowMore",85
"rpkuhner","SheepKnowMore",86
"rpkuhner","FollowGeorgeUSA",86
"Custis17","AholiabBezaleel",89
"Custis17","drawandstrike",89
"Custis17","Breaking911",89
"Elliottgator","gatewaypundit",93
"alabamamangreg","YouTube",94
"alabamamangreg","gatewaypundit",97
"barbara_moede","atensnut",99
"it8ntme","realDonaldTrump⁩",100
"Mollee777","YouTube",103
"DannySlavich","drewdyck",107
"MarjoT13","YouTube",108
"MarjoT13","CharlieDaniels",109
"MarjoT13","realDonaldTrump⁩",110
"miacalderara","YouTube",112
"beelisalane","gatewaypundit",113
"beelisalane","gatewaypundit",115
"DVGYM","gatewaypundit",124
"DVGYM","DrJudyAMikovits",125
"franksh86113616","gatewaypundit",127
"CivicDuty1776","gatewaypundit",128
"PWFD2020","YouTube",131
"PWFD2020","YouTube",132
"davo_robinson","YouTube",133
"InaDisguise","YouTube",134
"D_Eric_L","cenkuygur",135
"D_Eric_L","gatewaypundit",136
"urxclnc","IngrahamAngle",138
"urxclnc","seanhannity",138
"urxclnc","foxandfriends",138
"urxclnc","FoxNews",138
"urxclnc","realDonaldTrump",138
"Bigly4Trump","gatewaypundit",139
"Believer_79","gatewaypundit",140
"TerenceDean9","YouTube",147
"flgirl1179","gatewaypundit",150
"cynthia54831626","gatewaypundit",151
"cynthia54831626","POTUS",152
"cynthia54831626","realDonaldTrump",152
"MCoventry6","gatewaypundit",153
"MCoventry6","realDonaldTrump⁩",155
"CanMichelle","gatewaypundit",157
"RL26NC","gatewaypundit",158
"RL26NC","realDonaldTrump",158
"RL26NC","potus",158
"RL26NC","whitehouse",158
"RL26NC","vp",158
"RL26NC","PressSec",158
"RL26NC","gop",158
"RL26NC","OANN",158
"RL26NC","BreitbartNews",158
"RL26NC","gatewaypundit",158
"RL26NC","foxnews",158
"RL26NC","AkiraChanArts",159
"RL26NC","realDonaldTrump",159
"RL26NC","potus",159
"RL26NC","whitehouse",159
"RL26NC","vp",159
"RL26NC","PressSec",159
"RL26NC","gop",159
"RL26NC","OANN",159
"RL26NC","BreitbartNews",159
"RL26NC","gatewaypundit",159
"RL26NC","foxnews",159
"CJ5Rippin","gatewaypundit",161
"TammyJane21","YouTube",169
"RobertB93592595","gatewaypundit",172
"UGAbulldoggs","LisaMei62",174
"UGAbulldoggs","JamesOKeefeIII",174
"Maria4America","Maria4America",176
"Maria4America","PureMichGirl",176
"Maria4America","harleyquinley",176
"Maria4America","NYCMayor",176
"Itsasmiththang1","YouTube",177
"Itsasmiththang1","YouTube",178
"Itsasmiththang1","realDonaldTrump",178
"Martina83024810","EqualJustice017",179
"duelingpolitics","SteveDeaceShow",180
"duelingpolitics","DeaceProducer",180
"duelingpolitics","DeaceOnline",180
"Tinktweets45","DrJudyAMikovits",182
"freedomsrider","gatewaypundit",185
"RocknSell","YouTube",187
"JayJone63128204","gatewaypundit",188
"Mug72042923","gatewaypundit",189
"Iamcat62","POTUS",192
"Iamcat62","gatewaypundit",193
"Iamcat62","gatewaypundit",194
"Iamcat62","gatewaypundit",195
"Iamcat62","YouTube",196
"S1ph1wo","gatewaypundit",199
"kaymorg13","realDonaldTrump",200
"kaymorg13","kompulsion",200
"kaymorg13","KamVTV",201
"QuestapasandoUC","YouTube",202
"addyb6312","gatewaypundit",203
"Debbideedoodah","seanhannity",208
"Debbideedoodah","IngrahamAngle",208
"Debbideedoodah","TuckerCarlson",208
"Debbideedoodah","ChanelRion",208
"Debbideedoodah","realDonaldTrump",208
"ThomasL16765780","DrJudyAMikovits",212
"coffeecup1111","YouTube",213
"CheriMa90187572","AkiraChanArts",214
"veronican41","gatewaypundit",215
"tamifairchild1","GingerJoye",216
"tamifairchild1","freewillproject",216
"tamifairchild1","zillyjunkie",216
"tamifairchild1","ltoons",216
"lynne_meltzer","YouTube",218
"sandgee31","gatewaypundit",221
"Woodcat0214","NoodleSparklez",223
"leenorman54","stasia1173",226
"butler_613","DeAnna4Congress",235
"butler_613","kellyka82190101",235
"butler_613","YouTube",235
"silverRoseAJ","YouTube",236
"4hellojane","LisaMei62",238
"4hellojane","JamesOKeefeIII",238
"D1v5C","gatewaypundit",239
"Bluerose174","gatewaypundit",241
"denise13fisher","EricTrump",246
"POTUSWarrior","gatewaypundit",250
"FireontheHill64","YouTube",251
"Sean_M_Fitzy","YouTube.",252
"dominic_apold","YouTube",255
"gaylordr","broncosbebad",263
"gaylordr","dreamlaw2010",264
"gaylordr","akilacares",265
"gaylordr","usa_pilgrim",266
"gaylordr","BabeTruth2",267
"gaylordr","qanon_obiwan",267
"gaylordr","seanhannity",267
"frankieg1000","YouTube",268
"skywatchr","0ctoberReignz",269
"Vilardo251b","YouTube",271
"AmyRheaume","YouTube",274
"AmyRheaume","Marfoogle",274
"AmyRheaume","The_Dex_J",274
"AmyRheaume","YouTube",275
"ChavisMika","gatewaypundit",282
"JoshingU69","LouDobbs",283
"JoshingU69","realKTMcFarland",283
"squeakypapy","gatewaypundit",286
"squeakypapy","DrJudyAMikovits",288
"Unhinged4AReasn","realDonaldTrump⁩.",289
"21stcentury120","seanhannity",292
"21stcentury120","IngrahamAngle",292
"21stcentury120","TuckerCarlson",292
"21stcentury120","ChanelRion",292
"21stcentury120","realDonaldTrump",292
"BobbiGirl63","gatewaypundit",293
"glennsgm","gatewaypundit",294
"JodieC20","MajorPatriot",296
"clayton902101","gatewaypundit",301
"luckyone6565","realDonaldTrump⁩",304
"alpipkin","POTUS",307
"alpipkin","realDonaldTrump",307
"alpipkin","POTUS",308
"49_dolly","JWSpry",309
"49_dolly","twawki2",309
"49_dolly","realDonaldTrump⁩",310
"49_dolly","YouTube",311
"Beltalowda18","JWSpry",313
"RsrnF","gatewaypundit",318
"what_isnt","Inevitable_ET",319
"SomethingSmell6","DrJudyAMikovits",322
"SomethingSmell6","gatewaypundit",326
"lindaq401","YouTube",329
"lindaq401","LindseyGrahamSC",329
"lindaq401","seanhannity",329
"lindaq401","YouTube",330
"lindaq401","IngrahamAngle",330
"AlisonJMiles2","YouTube",331
"AlisonJMiles2","gatewaypundit",333
"Texas457","gatewaypundit",346
"MariaVANL","JWSpry",348
"MariaVANL","twawki2",348
"TheCarrollGrp","YouTube",351
"AliJHaines","TrumpATeam",352
"AliJHaines","Prometh99591875",352
"AliJHaines","realDonaldTrump",352
"woodimite1","DrJudyAMikovits",353
"TheRealRedFrost","gatewaypundit",356
"TheRealRedFrost","CherryHealthMI",357
"TheRealRedFrost","GovWhitmer",357
"TheRealRedFrost","GayleKing",357
"TheRealRedFrost","adrianasdiaz",357
"TheRealRedFrost","YouTube",359
"tomsquarehead44","YouTube",361
"chino5510_","YouTube",362
"dbaug57942","YouTube",363
"hhoudini44","YouTube",366
"EileenH99832442","YouTube",367
"HalewhatLoretta","YouTube",371
"fore_bee","realDonaldTrump⁩",376
"fore_bee","gatewaypundit",378
"Steven_mala","gatewaypundit",380
"closinggal_dore","gatewaypundit",386
"AfricaDesk1","POTUS",392
"QRunxQ","gatewaypundit",394
"bbQdeepSt","Tanquearizaga",398
"bbQdeepSt","jamesmo76706040",398
"bbQdeepSt","IngrahamAngle",398
"Roadrunner19673","YouTube",399
"pep323","YouTube",402
"crippenbtrippin","YouTube",403
"thomcoph","Richzeoli",404
"SheBee1111","YouTube",411
"tannermoala","DrJudyAMikovits",412
"jennife53779642","YouTube",413
"JuvefanMarco","JWSpry",414
"JuvefanMarco","twawki2",414
"MusicMouth87","cjtruth",417
"MusicMouth87","cjtruth",417
"debbiejones5456","YouTube",418
"lana67says2","gatewaypundit",421
"Ivancajado","AkiraChanArts",424
"Ivancajado","YouTube",425
"Ivancajado","POTUS",426
"MinMtwit","YouTube",427
"MinMtwit","POTUS",429
"MinMtwit","realDonaldTrump",429
"TruthIsComingT1","NYGovCuomo",430
"doomdaddydoots","gatewaypundit",433
"Catheri37565338","POTUS",435
"KrissyPissy1","NoodleSparklez",438
"inthecopa","YouTube",441
"inthecopa","CherryHealthMI",442
"inthecopa","GovWhitmer",442
"inthecopa","GayleKing",442
"inthecopa","adrianasdiaz",442
"bold4truth","gatewaypundit",443
"jmikesharp","KBUSMC2",447
"Patri0t_An0n","DrJudyAMikovits",449
"Patri0t_An0n","gatewaypundit",450
"ninaninabonita","DrJudyAMikovits",451
"klmoore04","YouTube",452
"kodiuser27","gatewaypundit",455
"Shaddilay","gatewaypundit",458
"DianeScales5","simmer716",463
"DianeScales5","Sun_Q_Tzu",463
"DianeScales5","realDonaldTrump",463
"nkjjtaylor","gatewaypundit",466
"clsam271","gatewaypundit",468
"realJackAdler","talialikeitis",469
"DCurtis74017098","POTUS",470
"DCurtis74017098","gatewaypundit",471
"DCurtis74017098","gatewaypundit",472
"Shawna_7777","AkiraChanArts",477
"Shawna_7777","YouTube",478
"mickmse2","YouTube",479
"yianna101","gatewaypundit",480
"lunartom","gatewaypundit",484
"MichaelMajor12","YouTube",491
"MichaelMajor12","POTUS",492
"liden0911","YouTube",493
"scribbyj","gatewaypundit",494
"QarriorP","YouTube",495
"QarriorP","YouTube",497
"QarriorP","realDonaldTrump⁩",498
"QarriorP","bennyjohnson",500
"QarriorP","QarriorP",500
"QarriorP","DrJudyAMikovits",501
"QarriorP","JoeySalads",502
"QarriorP","IngrahamAngle",502
"QarriorP","simmer716",504
"QarriorP","Sun_Q_Tzu",504
"QarriorP","realDonaldTrump",504
"NitroJohnA","funder",507
"NitroJohnA","YouTube",507
"NitroJohnA","funder",508
"NitroJohnA","YouTube",508
"Bassnman65","YouTube",509
"DougDixon50","SenSchumer",511
"DougDixon50","POTUS",511
"DougDixon50","VP",511
"DougDixon50","gatewaypundit",512
"benz_miles","gatewaypundit",518
"GroEddy","JWSpry",519
"linda_garris","joelockhart",520
"linda_garris","bethanyshondark",520
"linda_garris","gatewaypundit",521
"funnybone55","gatewaypundit",522
"Seattle_Zim","YouTube",523
"jon628","realDonaldTrump⁩",524
"CyrusVii","gatewaypundit",527
"proliberty2","gatewaypundit",530
"MNmurlz","gatewaypundit",532
"freegalt","gatewaypundit",534
"Bandit653","MajorPatriot",536
"rnickerson443","YouTube",539
"rnickerson443","YouTube",540
"rnickerson443","realDonaldTrump",540
"RNtcc17","gatewaypundit",546
"RNtcc17","gatewaypundit",547
"Bappealing1","YouTube",549
"pegalomania","gatewaypundit",550
"Tumble_W33D","Breaking911",551
"Tumble_W33D","Jimcorrsays",552
"Tumble_W33D","Jimcorrsays",554
"Tumble_W33D","CBSNews",554
"Tumble_W33D","intheMatrixxx",556
"i_msimple","gatewaypundit",557
"my3threesonz","YouTube",559
"CounterBalanceT","DrJudyAMikovits",561
"NeilShenvi","mikeandcorrie",564
"kraftrob","YouTube",565
"henjenca","getongab",570
"mfj748587","gatewaypundit",573
"maulden_jerry","gatewaypundit",576
"Luru601","DrJudyAMikovits",578
"yoakumgirl923","gatewaypundit",579
"NukeNorthKorea1","davidicke",580
"Deech932","gatewaypundit",582
"tole25288216","gatewaypundit",589
"jmsobear","gatewaypundit",590
"shawnt1973","gatewaypundit",594
"JUSTJONEZY","realDonaldTrump⁩",597
"leslieh707","POTUS",599
"BeckyRicker638","gatewaypundit",601
"Hollypops3109","realDonaldTrump⁩",604
"Mad_America","gatewaypundit",610
"Angela43645687","YouTube",612
"Angela43645687","realDonaldTrump",612
"BettyBo36691062","gatewaypundit",618
"flobiundo","DrJudyAMikovits",621
"cstjohn_mom","POTUS",622
"cstjohn_mom","realDonaldTrump",622
"cstjohn_mom","gatewaypundit",624
"Fiona06732795","RealEricCarmen",628
"uxbear","AkiraChanArts",630
"scottydidit_420","gatewaypundit",635
"scottydidit_420","gatewaypundit",636
"danna_palmer","gatewaypundit",639
"danna_palmer","realDonaldTrump⁩",640
"Beamidd","gatewaypundit",641
"mike_bravo_555","gatewaypundit",642
"jimjimzen","gatewaypundit",643
"hamilt10","gatewaypundit",647
"Sundncefn","seanhannity",650
"Sundncefn","IngrahamAngle",650
"Sundncefn","TuckerCarlson",650
"Sundncefn","ChanelRion",650
"Sundncefn","realDonaldTrump",650
"NSeccombe","YouTube",652
"ItsTalking","POTUS",654
"ItsTalking","realDonaldTrump",654
"TedJoy71","gatewaypundit",655
"edwardbradley","DrJudyAMikovits",656
"edwardbradley","AkiraChanArts",656
"DanaWiley40","gatewaypundit",658
"JoseIbarra444","ASavageNation",666
"Freebirdwraps","gatewaypundit",671
"Butros98494918","gatewaypundit",673
"jtblogs","DrJudyAMikovits",678
"jtblogs","GregAbbott_TX⁩",679
"jtblogs","V_4_Vendatta",680
"jtblogs","YouTube",680
"FBrewerJr1","gatewaypundit",683
"DeplorableNewt","YouTube",684
"Rajean57","gatewaypundit",688
"coffeenabookpls","YouTube",695
"realpeabodyhere","gaye_gallops",696
"realpeabodyhere","Dilligaff1962",696
"realpeabodyhere","NYGovCuomo",696
"realpeabodyhere","ChrisCuomo",696
"bailey75_lb","YouTube",704
"FOut2020","gatewaypundit",705
"dmarshx","gatewaypundit",706
"retirediam","gatewaypundit",707
"Diabolique13","DrJudyAMikovits",711
"VA1Conservative","YouTube",714
"HelloWo01390247","JamesOKeefeIII",718
"HelloWo01390247","jack",718
"HelloWo01390247","MeghanMcCain",719
"HelloWo01390247","Perpetualmaniac",720
"HelloWo01390247","DrJudyAMikovits",720
"HelloWo01390247","CraigRSawyer",721
"HelloWo01390247","SidneyPowell1",722
"HelloWo01390247","Gifted2G",722
"HelloWo01390247","POTUS",722
"HelloWo01390247","CraigRSawyer",723
"HelloWo01390247","TaraLaRosa",725
"HelloWo01390247","dbongino",726
"HelloWo01390247","Kevin_Shipp",727
"HelloWo01390247","gatewaypundit",728
"HelloWo01390247","cristinalaila1",728
"HelloWo01390247","Project_Veritas",728
"HelloWo01390247","JamesOKeefeIII",728
"HelloWo01390247","smh",729
"lulabelldesigns","YouTube",734
"Sam74597644","gatewaypundit",740
"hollywdharriet","gatewaypundit",741
"jcoralpark","POTUS",742
"jcoralpark","realDonaldTrump",742
"jcoralpark","POTUS",743
"WokenMama","gatewaypundit",747
"Andrew_Altstadt","YouTube",754
"yodermaker","EmpowerWi",755
"yodermaker","GovEvers",756
"yodermaker","DHSWI",756
"rosebud_2014","realDonaldTrump",757
"debrose1720","Kevin_Shipp",760
"UnasVeritas","YouTube",763
"UnasVeritas","gatewaypundit",765
"smokin_rabby","TimJDillon",766
"pocono_mtn","gatewaypundit",772
"IMchaffie","YouTube",773
"JurnR2","JWSpry",777
"JurnR2","twawki2",777
"Clipper48900430","gatewaypundit",779
"thedunk96","gatewaypundit",780
"thedunk96","cain_nate",783
"Thatirishlady","gatewaypundit",790
"crystalmholmes","YouTube",792
"Jv_jimjoe","gatewaypundit",793
"wattlebee7","realDonaldTrump",796
"wattlebee7","POTUS",796
"wattlebee7","WhiteHouse",796
"wattlebee7","DonaldJTrumpJr",796
"wattlebee7","realDonaldTrump",797
"wattlebee7","POTUS",797
"wattlebee7","WhiteHouse",797
"wattlebee7","GovRonDeSantis",797
"4257611130","gatewaypundit",801
"BlackIrishI","gatewaypundit",802
"RealDuckies","YouTube",803
"DALowdell","VanessaBeeley",804
"tonydavenport2","InfoWarsHub",806
"tonydavenport2","WhiteHouse",807
"tonydavenport2","POTUS",807
"tonydavenport2","POTUS",808
"MolonLa37784438","VFuska",809
"EjlDeplorable","gatewaypundit",810
"SeaYellin","YouTube",811
"lkukoly4","realDonaldTrump",813
"ladypatriot54","V_4_Vendatta",815
"ladypatriot54","YouTube",815
"SilasLongshot","realDonaldTrump⁩",817
"bgiuliano22","YouTube",818
"FormerlyKC","YouTube",819
"BCrickenberge","YouTube",827
"SteelCowgirl_45","gatewaypundit",830
"GracieNunyabiz","gatewaypundit",832
"GermnTigre","YouTube",836
"jesusgirltmc","realDonaldTrump",837
"PBRFrey253","gatewaypundit",839
"aliwojo19","realDonaldTrump⁩",843
"KY_HenryClay","gatewaypundit",846
"SacredBlaq","X22Report",857
"SolarFlashEvent","gatewaypundit",858
"Toni4MAGA20","realDonaldTrump⁩",865
"fl_tax_lady","DrJudyAMikovits",866
"fl_tax_lady","gatewaypundit",867
"HambrickRo","gatewaypundit",868
"bflyjesusgrl","gatewaypundit",869
"LHigbea","DrJudyAMikovits",870
"LHigbea","gatewaypundit",872
"oldschoolvet74","POTUS",873
"oldschoolvet74","realDonaldTrump",873
"lovecocochloe1","AkiraChanArts",874
"enki74","NightBaker3",875
"mountainmoms","realDonaldTrump⁩",876
"jpw4dt","gatewaypundit",877
"MARYMarlans","WasJimbo",880
"MARYMarlans","ErnestCooney2",880
"MARYMarlans","RCQ92130",880
"MARYMarlans","lvmypug",880
"MARYMarlans","LPK01225149",880
"MARYMarlans","HeyJuvat",880
"MARYMarlans","BillPeriman",880
"MARYMarlans","BuddyMoore23",880
"MARYMarlans","LynnFYI",880
"MARYMarlans","judybalda",880
"MARYMarlans","RandallKraft",880
"MARYMarlans","suebasil629",880
"MARYMarlans","MARYMarlans",880
"MARYMarlans","wa_anon",880
"MARYMarlans","JeroldGlen",880
"MARYMarlans","SoCalAngel",880
"MARYMarlans","JOHNTPOTTS1",880
"MARYMarlans","YGBShittinme",880
"MARYMarlans","X26DJT",880
"MARYMarlans","SupporttheCons1",880
"MARYMarlans","drphiliplock",880
"MARYMarlans","TedRox",880
"MARYMarlans","HendersonWatso2",880
"MARYMarlans","JimboAlways2",880
"MARYMarlans","HybridPatriot",880
"MARYMarlans","imadmf",880
"MARYMarlans","socratesrocks",880
"MARYMarlans","BozenaFox",880
"MARYMarlans","Hochwlja",880
"MARYMarlans","Tazatator",880
"MARYMarlans","MarthaP14109814",880
"MARYMarlans","Grunt0325",880
"MARYMarlans","CLAYMORE_72",880
"MARYMarlans","Patriot202011",880
"MARYMarlans","IdaFlo",880
"MARYMarlans","SapientHetero",880
"MARYMarlans","jimbo_always",880
"MARYMarlans","E_Dub01",880
"MARYMarlans","diane87503210",880
"MARYMarlans","moehnert",880
"MARYMarlans","d_neylan",880
"MARYMarlans","LoyalPatriot10",880
"MARYMarlans","amandadonnell14",880
"MARYMarlans","MAGA2ARIGHTS",880
"MARYMarlans","TW42590118",880
"MARYMarlans","jaliisah2",880
"MARYMarlans","BoazDuane",880
"MARYMarlans","LatalDaniel",880
"MARYMarlans","bealertto",880
"MARYMarlans","FawnMacMT",880
"MARYMarlans","gatewaypundit",881
"cookszn","YouTube",885
"MelMassey63","gatewaypundit",888
"RQueenjr","YouTube",889
"1TRUMPLVR","gatewaypundit",891
"1TRUMPLVR","JWSpry",894
"1TRUMPLVR","twawki2",894
"HousesLostTrib1","JRobertSmith1",896
"HousesLostTrib1","gatewaypundit",897
"Philly4MAGA","YouTube",898
"ElinorM44890378","benshapiro",905
"caligirl1204","gatewaypundit",909
"dadinmo","YouTube.",915
"dadinmo","YouTube",916
"kevinleversee","gatewaypundit",918
"Judydavison7","gatewaypundit",919
"AScientest","RenuBakshi",920
"AScientest","lamphieryeg",920
"AScientest","nationalpost",920
"AScientest","JWSpry",921
"AScientest","twawki2",921
"TalSpeaks247","YouTube",923
"BM86976","gatewaypundit",927
"7alon","Inevitable_ET",933
"Prometh99591875","MajorPatriot",940
"Prometh99591875","realDonaldTrump⁩",941
"Prometh99591875","prayingmedic",942
"canucker9","YouTube⁩",947
"canucker9","Vimeo⁩",947
"canucker9","gatewaypundit",949
"nancyth27964332","DrJudyAMikovits",954
"Kevnochi","gatewaypundit",956
"Kevnochi","gatewaypundit",957
"OvisAries11","AkiraChanArts",959
"Qanuck_1975","JWSpry",961
"Qanuck_1975","twawki2",961
"SinnersDeborah","DrJudyAMikovits",965
"Linigle","YouTube",967
"kidgolferman","YouTube",971
"kidgolferman","gatewaypundit",972
"kidgolferman","cenkuygur",973
"knassios","DrJudyAMikovits",974
"JonLiljestrand","gatewaypundit",975
"JonLiljestrand","AkiraChanArts",976
"Solestates","YouTube",977
"VivaLeResistanc","gatewaypundit",978
"Holly_WV","YouTube",980
"lauracgilleslil","gatewaypundit",985
"TexasTea210","YouTube",987
"BizzMacc","YouTube",989
"DisneyDope1962","gatewaypundit",990
"DisneyDope1962","DrJudyAMikovits",991
"WWG1WGA_KAG_DB","the_resistor",993
"WWG1WGA_KAG_DB","PressSec",993
"WWG1WGA_KAG_DB","realDonaldTrump",993
"burneracct4real","gabrielmalor",994
"RobinReznicek","gatewaypundit",995
"MarshallFSmith","YouTube",998
"MarshallFSmith","DrJudyAMikovits",1000
"MaryMargaretTK","MaryMargaretTK",1003
"MaryMargaretTK","Melissa03295697",1003
"MaryMargaretTK","LVNancy",1003
"MaryMargaretTK","megdogwuff",1003
"MaryMargaretTK","CB618444",1003
"MaryMargaretTK","VFL2013",1003
"MaryMargaretTK","JTrentkemp1",1003
"MaryMargaretTK","ptmarigan",1003
"MaryMargaretTK","IWasHrren",1003
"MaryMargaretTK","LindaLiberty9",1003
"MaryMargaretTK","SassySculptor",1003
"MaryMargaretTK","MaryMargaretTK",1004
"MaryMargaretTK","LindaLiberty9",1004
"MaryMargaretTK","LVNancy",1004
"MaryMargaretTK","megdogwuff",1004
"MaryMargaretTK","CB618444",1004
"MaryMargaretTK","VFL2013",1004
"MaryMargaretTK","JTrentkemp1",1004
"MaryMargaretTK","ptmarigan",1004
"MaryMargaretTK","IWasHrren",1004
"MaryMargaretTK","SassySculptor",1004
"MaryMargaretTK","YouTube",1004
"MaryMargaretTK","DrJudyAMikovits",1005
"Lisa488560421","gatewaypundit",1006
"Angela80034917","gatewaypundit",1010
"dacmillero","YouTube",1014
"dhrxsol1234","gatewaypundit",1016
"dhrxsol1234","gatewaypundit",1017
"MMcMog","gatewaypundit",1018
"KayleeCulberts4","plandemic",1022
"MrAnonQ","gatewaypundit",1025
"StevenH07517169","YouTube",1026
"klemme_farron","POTUS",1027
"klemme_farron","realDonaldTrump",1027
"TurveyBeth","gatewaypundit",1029
"Goatman62","gatewaypundit",1031
"keri34295412","gatewaypundit",1032
"CFCaprock","gatewaypundit",1033
"Goosedancer","JWSpry",1034
"Goosedancer","twawki2",1034
"fourallseasons","gatewaypundit",1037
"Bengeess","zmdraz",1039
"ellencrimitrent","YouTube",1040
"Grinwhicket","YouTube",1042
"debbiedoo_44","gatewaypundit",1045
"scorydott","gatewaypundit",1056
"1marsht2","POTUS",1057
"1marsht2","stevenmnuchin1",1057
"1marsht2","maddow",1057
"TraciCAspinwall","TuckerCarlson",1060
"TraciCAspinwall","realDonaldTrump",1060
"TraciCAspinwall","gatewaypundit",1061
"TraciCAspinwall","SheaMil04122209",1062
"TraciCAspinwall","TuckerCarlson",1062
"TraciCAspinwall","realDonaldTrump",1062
"Avenger2Toxic","DrJudyAMikovits",1064
"elsatheangelho1","gatewaypundit",1067
"BComeUsefulWord","gatewaypundit",1068
"Karyn_67","gatewaypundit",1070
"JackAttaq17","gatewaypundit",1072
"debra_bonanno","gatewaypundit",1075
"pikeann470","YouTube",1076
"AprilTenhunfeld","gatewaypundit",1077
"rwaller73","gatewaypundit",1079
"AkaElga","DrJudyAMikovits",1082
"marie20548209","kirstiealley",1083
"marie20548209","BillGates",1083
"marie20548209","POTUS",1084
"marie20548209","realDonaldTrump",1084
"SweeneyMomma","KariLakeFox10",1086
"SweeneyMomma","dougducey",1086
"SweeneyMomma","amelielanddd",1086
"SweeneyMomma","POTUS",1086
"SweeneyMomma","KariLakeFox10",1087
"SweeneyMomma","dougducey",1087
"SweeneyMomma","amelielanddd",1087
"SweeneyMomma","POTUS",1087
"SweeneyMomma","gatewaypundit",1088
"lorie_m777","DeAnna4Congress",1089
"lorie_m777","kellyka82190101",1089
"lorie_m777","YouTube",1089
"Holmesdonna1","DrJudyAMikovits",1090
"Holmesdonna1","gatewaypundit",1092
"RYissl","ASavageNation",1093
"452mamamia","realDonaldTrump⁩",1095
"452mamamia","Plandemic",1095
"452mamamia","POTUS",1096
"452mamamia","realDonaldTrump",1096
"SacreCoeur65","YouTube",1097
"jkaccinni","gatewaypundit",1106
"Abby4Trump","gatewaypundit",1108
"Manny7014","Justice93691",1114
"Manny7014","DeAnna4Congress",1114
"_billpar1","AkiraChanArts",1116
"724Best","realDonaldTrump⁩",1117
"724Best","gatewaypundit",1118
"silver_fox9","YouTube",1121
"OnaCavassa","DrJudyAMikovits",1122
"LadyKag2020","realDonaldTrump",1128
"LadyKag2020","FoxNews",1128
"LadyKag2020","TuckerCarlson",1128
"LadyKag2020","AkiraChanArts",1128
"polhem001","gatewaypundit",1133
"abstract1dea","gatewaypundit",1134
"abstract1dea","realDonaldTrump⁩",1135
"creamvespa","YouTube",1137
"creamvespa","realDonaldTrump",1137
"Landsha91213624","ValentineShow",1138
"DesignsPrysm","AkiraChanArts",1139
"marke74","gatewaypundit",1142
"Danny_Bandit","YouTube",1144
"Copter_Dave57","ScottPRedmond",1148
"Copter_Dave57","dcexaminer",1148
"Copter_Dave57","IlhanMN",1148
"TheGreatAdvent6","DrJudyAMikovits",1149
"krysta_brans","POTUS",1151
"JanetBa44871836","streetbear57",1155
"dhmorrow1","YouTube",1157
"dhmorrow1","AkiraChanArts",1158
"Soulshine002","DrJudyAMikovits",1160
"lizzy16427","YouTube",1161
"CynthiaKat7","gatewaypundit",1163
"TYEarthAllies","YouTube",1164
"KBUSMC2","KBUSMC2",1165
"YourNightWriter","DrJudyAMikovits",1167
"YourNightWriter","gatewaypundit",1168
