".pred_class","truth","X1","team1","team2","Result","year","outcome","Year.x","Random.x","Season.x","SeasonStart.x","Year.y","Random.y","Season.y","SeasonStart.y","Year","List","T1MinutesPlayed","T2MinutesPlayed","T1FieldGoals","T2FieldGoals","T1FieldGoalAttpt","T2FieldGoalAttpt","T1FieldGoalPct","T2FieldGoalPct","T1FieldGoals2P","T2FieldGoals2P","T1FieldGoalAttpt2P","T2FieldGoalAttpt2P","T1FieldGoals2PPct","T2FieldGoals2PPct","T1FieldGoals3P","T2FieldGoals3P","T1FieldGoalAttpt3P","T2FieldGoalAttpt3P","T1FieldGoals3PPct","T2FieldGoals3PPct","T1FreeThrows","T2FreeThrows","T1FreeThrowAttpt","T2FreeThrowAttpt","T1FreeThrowPct","T2FreeThrowPct","T1GamesPlayed","T2GamesPlayed","T1GamesWon","T2GamesWon","T1GamesLost","T2GamesLost","T1WinLossRatio","T2WinLossRatio","T1PointsScored","T2PointsScored","T1FGA","T2FGA","T1R3G","T2R3G","T1Z","T2Z","scorebalance","accurate"
"1","0",883,"UNC Wilmington","Virginia","L 71-76",2017,"0",17,57,"2016-17",2016,17,1767,"2016-17",2016,17,883,7025,6900,1071,839,2231,1823,0.48,0.46,735,607,1314,1221,0.559,0.497,336,232,917,602,0.366,0.385,489,336,708,474,0.691,0.709,35,34,29,23,6,11,0.829,0.676,2967,2246,0.219286418646347,0.184347778387274,0.255420091324201,0.18981981981982,1.1103683558539,0.840541734832443,0.269826621021456,1
"0","0",888,"Vermont","Purdue","L 70-80",2017,"0",17,591,"2016-17",2016,17,174,"2016-17",2016,17,888,6999,7075,943,980,1909,2044,0.494,0.479,714,665,1288,1262,0.554,0.527,229,315,621,782,0.369,0.403,456,515,651,680,0.7,0.757,35,35,29,27,6,8,0.829,0.771,2571,2790,0.238711367207962,0.251839530332681,0.177910714285714,0.249719492868463,0.962169545972489,1.04412797870994,-0.0819584327374466,0
"1","1",891,"South Carolina","Baylor","W 70-50",2017,"1",17,303,"2016-17",2016,17,655,"2016-17",2016,17,891,7525,7000,924,921,2197,1956,0.421,0.471,676,691,1464,1315,0.462,0.525,248,230,733,641,0.338,0.359,611,478,874,661,0.699,0.723,37,35,26,27,11,8,0.703,0.771,2707,2550,0.278072826581702,0.244326687116564,0.16923087431694,0.174995437262357,1.01306610694186,0.954310518175747,0.0587555887661145,0
"1","1",896,"Northwestern","Vanderbilt","W 68-66",2017,"1",17,630,"2016-17",2016,17,808,"2016-17",2016,17,896,7200,7025,913,815,2094,1896,0.436,0.43,657,469,1347,975,0.488,0.481,256,346,747,921,0.343,0.376,476,513,637,660,0.747,0.777,36,35,24,19,12,16,0.667,0.543,2558,2489,0.227239255014327,0.270474683544304,0.190216035634744,0.355175384615385,0.957304433526887,0.931481913623308,0.0258225199035791,0
"0","0",901,"New Orleans","Mt. St. Mary's","L 66-67",2017,"0",17,1393,"2016-17",2016,17,962,"2016-17",2016,17,901,6500,7225,830,877,1755,1977,0.473,0.444,691,616,1317,1247,0.525,0.494,139,261,438,730,0.317,0.358,532,431,749,640,0.71,0.673,32,36,20,20,12,16,0.625,0.556,2331,2446,0.303014245014245,0.21786545270612,0.105425968109339,0.209574979951885,0.872352085438301,0.915389618610932,-0.0430375331726317,0
"1","0",910,"SMU","USC","L 65-66",2017,"0",17,517,"2016-17",2016,17,151,"2016-17",2016,17,910,7000,7227,914,975,1934,2139,0.473,0.456,628,692,1229,1357,0.511,0.51,286,283,705,782,0.406,0.362,485,583,696,787,0.697,0.741,35,36,30,26,5,10,0.857,0.722,2599,2816,0.250833505687694,0.272635343618513,0.232896663954435,0.208610169491525,0.972648249701477,1.05385820360114,-0.0812099538996617,1
"0","0",919,"Texas Southern","UNC","L 64-103",2017,"0",17,533,"2016-17",2016,17,2,"2016-17",2016,17,919,7050,8025,866,1226,2015,2633,0.43,0.466,661,943,1322,1835,0.5,0.514,205,283,693,798,0.296,0.355,656,642,893,916,0.735,0.701,35,40,23,33,12,7,0.657,0.825,2593,3377,0.325734491315136,0.243872388909989,0.155164901664145,0.154381471389646,0.970402813188123,1.2638065175998,-0.293403704411681,0
"0","0",921,"Jacksonville St.","Louisville","L 63-78",2017,"0",17,1001,"2016-17",2016,17,453,"2016-17",2016,17,921,7050,6850,857,952,1869,2085,0.459,0.457,599,714,1184,1415,0.506,0.505,258,238,685,670,0.377,0.355,462,486,647,708,0.714,0.686,35,34,20,25,15,9,0.571,0.735,2434,2628,0.247168539325843,0.232943884892086,0.218112331081081,0.168091872791519,0.910898745584223,0.983501192849358,-0.0726024472651352,0
"0","0",924,"Wichita State","Kentucky","L 62-65",2017,"0",17,72,"2016-17",2016,17,6,"2016-17",2016,17,924,7200,7625,992,1134,2114,2396,0.469,0.473,682,867,1345,1639,0.507,0.529,310,267,769,757,0.403,0.353,622,690,848,980,0.733,0.704,36,38,31,32,5,6,0.861,0.842,2916,3225,0.294032166508988,0.287946577629382,0.230414126394052,0.163039048200122,1.09128214549038,1.20692212592815,-0.115639980437767,0
"0","0",931,"Princeton","Notre Dame","L 58-60",2017,"0",17,2160,"2016-17",2016,17,182,"2016-17",2016,17,931,6025,7226,772,980,1716,2139,0.45,0.458,474,646,927,1270,0.511,0.509,298,334,789,869,0.378,0.384,307,489,416,611,0.738,0.8,30,36,23,26,7,10,0.767,0.722,2149,2783,0.178909090909091,0.228517999064984,0.321728155339806,0.262752755905512,0.804240511199875,1.04150830277769,-0.237267791577813,0
"0","0",932,"Dayton","Wichita State","L 58-64",2017,"0",17,1022,"2016-17",2016,17,72,"2016-17",2016,17,932,6425,7200,820,992,1763,2114,0.465,0.469,562,682,1092,1345,0.515,0.507,258,310,671,769,0.385,0.403,530,622,768,848,0.69,0.733,32,36,24,31,8,5,0.75,0.861,2428,2916,0.300578559273965,0.294032166508988,0.236570512820513,0.230414126394052,0.908653309070868,1.09128214549038,-0.182628836419516,0
"0","0",933,"Miami (FL)","Michigan State","L 58-78",2017,"0",17,1611,"2016-17",2016,17,731,"2016-17",2016,17,933,6625,7025,813,905,1800,1927,0.452,0.47,604,632,1213,1195,0.498,0.529,209,273,587,732,0.356,0.373,443,432,617,646,0.718,0.669,33,35,21,20,12,15,0.636,0.571,2278,2515,0.246114444444444,0.224272963155163,0.172276999175598,0.228482008368201,0.852517396237001,0.941212138514512,-0.0886947422775106,0
"1","1",939,"Xavier","Texas Southern","W 102-83",2018,"1",18,64,"2017-18",2017,18,179,"2017-18",2017,18,939,7075,7251,1011,925,2055,2111,0.492,0.438,737,645,1319,1330,0.559,0.485,274,280,736,781,0.372,0.359,657,657,843,906,0.779,0.725,35,36,29,16,6,20,0.829,0.444,2953,2787,0.319560583941606,0.311155850307911,0.207575435936315,0.210811278195489,1.1051290039894,1.04300526045326,0.0621237435361468,0
"1","1",945,"Gonzaga","Ohio State","W 90-84",2018,"1",18,18,"2017-18",2017,18,539,"2017-18",2017,18,945,7497,6875,1125,951,2261,1980,0.498,0.48,797,712,1370,1302,0.582,0.547,328,239,891,678,0.368,0.353,513,450,725,616,0.708,0.731,37,34,32,25,5,9,0.865,0.735,3091,2591,0.22702344095533,0.227422222222222,0.239334306569343,0.183820276497696,1.15677404379656,0.969654334350338,0.187119709446225,0
"1","1",950,"Nevada","Texas","W 87-83 (OT)",2018,"1",18,27,"2017-18",2017,18,939,"2017-18",2017,18,950,7500,7050,1049,882,2238,2010,0.469,0.439,695,637,1334,1244,0.521,0.512,354,245,904,766,0.392,0.32,603,441,812,663,0.743,0.665,37,34,29,19,8,15,0.784,0.559,3055,2450,0.269578194816801,0.219350746268657,0.265643178410795,0.197041800643087,1.14330142471643,0.916886576286502,0.226414848429932,0
"0","0",962,"Texas","Nevada","L 83-87 (OT)",2018,"0",18,939,"2017-18",2017,18,27,"2017-18",2017,18,962,7050,7500,882,1049,2010,2238,0.439,0.469,637,695,1244,1334,0.512,0.521,245,354,766,904,0.32,0.392,441,603,663,812,0.665,0.743,34,37,19,29,15,8,0.559,0.784,2450,3055,0.219350746268657,0.269578194816801,0.197041800643087,0.265643178410795,0.916886576286502,1.14330142471643,-0.226414848429932,0
"0","0",963,"Texas Southern","Xavier","L 83-102",2018,"0",18,179,"2017-18",2017,18,64,"2017-18",2017,18,963,7251,7075,925,1011,2111,2055,0.438,0.492,645,737,1330,1319,0.485,0.559,280,274,781,736,0.359,0.372,657,657,906,843,0.725,0.779,36,35,16,29,20,6,0.444,0.829,2787,2953,0.311155850307911,0.319560583941606,0.210811278195489,0.207575435936315,1.04300526045326,1.1051290039894,-0.0621237435361468,0
"1","1",968,"Villanova","Alabama","W 81-58",2018,"1",18,1,"2017-18",2017,18,510,"2017-18",2017,18,968,8075,7177,1220,910,2440,1975,0.5,0.461,756,681,1282,1273,0.59,0.535,464,229,1158,702,0.401,0.326,559,555,718,828,0.779,0.67,40,36,36,20,4,16,0.9,0.556,3463,2604,0.229230327868852,0.280891139240506,0.362213728549142,0.179773762765122,1.29599110762455,0.97451944679594,0.321471660828614,0
"0","0",976,"Oklahoma","Rhode Island","L 78-83 (OT)",2018,"0",18,285,"2017-18",2017,18,559,"2017-18",2017,18,976,6475,6849,954,954,2063,2096,0.462,0.455,654,718,1227,1426,0.533,0.504,300,236,836,670,0.359,0.352,510,439,684,630,0.746,0.697,32,34,18,26,14,8,0.563,0.765,2718,2583,0.247340765874939,0.209499045801527,0.244599837000815,0.165385694249649,1.01718274054968,0.966660418999198,0.0505223215504808,0
"1","1",981,"Loyola (IL)","Kansas State","W 78-62",2018,"1",18,281,"2017-18",2017,18,448,"2017-18",2017,18,981,7600,7425,995,937,1963,2025,0.507,0.463,718,683,1263,1280,0.568,0.534,277,254,700,745,0.396,0.341,454,502,626,684,0.725,0.734,38,37,32,25,6,12,0.842,0.676,2721,2630,0.231202241467142,0.247928888888889,0.219477434679335,0.19847265625,1.01830545880636,0.984249671687143,0.034055787119213,0
"1","1",988,"Nevada","Cincinnati","W 75-73",2018,"1",18,27,"2017-18",2017,18,367,"2017-18",2017,18,988,7500,7200,1049,944,2238,2100,0.469,0.45,695,682,1334,1358,0.521,0.502,354,262,904,742,0.392,0.353,603,523,812,756,0.743,0.692,37,36,29,31,8,5,0.784,0.861,3055,2673,0.269578194816801,0.24912,0.265643178410795,0.192876288659794,1.14330142471643,1.00034196669952,0.142959458016916,0
"1","1",991,"Purdue","Cal St Fullerton","W 74-48",2018,"1",18,55,"2017-18",2017,18,1438,"2017-18",2017,18,991,7425,6450,1033,804,2097,1721,0.493,0.467,680,637,1257,1221,0.541,0.522,353,167,840,500,0.42,0.334,555,543,747,745,0.743,0.729,37,32,30,20,7,12,0.811,0.625,2974,2318,0.264673819742489,0.315575246949448,0.280668257756563,0.136773136773137,1.11298803178615,0.867486972992699,0.245501058793447,0
"1","1",992,"UMBC","Virginia","W 74-54",2018,"1",18,446,"2017-18",2017,18,1582,"2017-18",2017,18,992,7200,6825,926,848,2088,1844,0.443,0.46,562,601,1148,1199,0.49,0.501,364,247,940,645,0.387,0.383,414,340,641,451,0.646,0.754,36,34,25,31,11,3,0.694,0.912,2630,2283,0.198317049808429,0.184411062906725,0.316881533101045,0.206034195162636,0.984249671687143,0.854388593331463,0.12986107835568,0
"0","0",997,"Butler","Purdue","L 73-76",2018,"0",18,216,"2017-18",2017,18,55,"2017-18",2017,18,997,7150,7425,1020,1033,2155,2097,0.473,0.493,733,680,1350,1257,0.543,0.541,287,353,805,840,0.357,0.42,436,555,562,747,0.776,0.743,35,37,21,30,14,7,0.6,0.811,2763,2974,0.202372157772622,0.264673819742489,0.212877777777778,0.280668257756563,1.03402351439984,1.11298803178615,-0.0789645173863069,0
"1","0",1015,"New Mexico St.","Clemson","L 68-79",2018,"0",18,588,"2017-18",2017,18,556,"2017-18",2017,18,1015,6825,7051,963,899,2104,1971,0.458,0.456,705,611,1331,1185,0.53,0.516,258,288,773,786,0.334,0.366,388,498,603,660,0.643,0.755,34,35,28,25,6,10,0.824,0.714,2572,2584,0.184281844106464,0.252815829528158,0.193975957926371,0.242764556962025,0.962543785391381,0.967034658418091,-0.00449087302670936,1
"1","1",1019,"Florida State","Missouri","W 67-54",2018,"1",18,162,"2017-18",2017,18,1135,"2017-18",2017,18,1019,7099,6651,994,794,2125,1765,0.468,0.45,721,488,1344,966,0.536,0.505,273,306,781,799,0.35,0.383,543,505,786,688,0.691,0.734,35,33,23,20,12,13,0.657,0.606,2806,2399,0.255588705882353,0.286114447592068,0.203385416666667,0.316787784679089,1.05011580941221,0.897800365922987,0.152315443489227,0
"0","0",1020,"Lipscomb","UNC","L 66-84",2018,"0",18,299,"2017-18",2017,18,35,"2017-18",2017,18,1020,6700,7425,924,1105,2040,2417,0.453,0.457,657,800,1227,1568,0.535,0.51,267,305,813,849,0.328,0.359,593,503,826,677,0.718,0.743,33,37,23,26,10,11,0.697,0.703,2708,3018,0.290719607843137,0.208113777410012,0.217330073349633,0.194382015306122,1.01344034636075,1.12945456621741,-0.116014219856659,0
"0","0",1021,"Florida","Texas Tech","L 66-69",2018,"0",18,576,"2017-18",2017,18,225,"2017-18",2017,18,1021,6874,7450,893,964,2065,2096,0.432,0.46,585,712,1233,1394,0.474,0.511,308,252,832,702,0.37,0.359,483,579,673,823,0.718,0.704,34,37,21,27,13,10,0.618,0.73,2577,2759,0.234001937046005,0.276427480916031,0.249667477696675,0.180787661406026,0.964414982485843,1.03252655672427,-0.068111574238426,0
"1","0",1024,"UNC","Texas A&M","L 65-86",2018,"0",18,35,"2017-18",2017,18,444,"2017-18",2017,18,1024,7425,7001,1105,976,2417,2121,0.457,0.46,800,746,1568,1421,0.51,0.525,305,230,849,700,0.359,0.329,503,449,677,679,0.743,0.661,37,35,26,22,11,13,0.703,0.629,3018,2631,0.208113777410012,0.211607260726073,0.194382015306122,0.162068965517241,1.12945456621741,0.984623911106036,0.144830655111378,1
"1","0",1026,"Purdue","Texas Tech","L 65-78",2018,"0",18,55,"2017-18",2017,18,225,"2017-18",2017,18,1026,7425,7450,1033,964,2097,2096,0.493,0.46,680,712,1257,1394,0.541,0.511,353,252,840,702,0.42,0.359,555,579,747,823,0.743,0.704,37,37,30,27,7,10,0.811,0.73,2974,2759,0.264673819742489,0.276427480916031,0.280668257756563,0.180787661406026,1.11298803178615,1.03252655672427,0.0804614750618766,1
"1","0",1034,"St. Bonaventure","Florida","L 62-77",2018,"0",18,477,"2017-18",2017,18,576,"2017-18",2017,18,1034,6898,6874,884,893,1959,2065,0.451,0.432,629,585,1298,1233,0.485,0.474,255,308,661,832,0.386,0.37,597,483,794,673,0.752,0.718,34,34,26,21,8,13,0.765,0.618,2620,2577,0.304792240939255,0.234001937046005,0.196568567026194,0.249667477696675,0.980507277498219,0.964414982485843,0.0160922950123753,1
"1","0",1035,"Arkansas","Butler","L 62-79",2018,"0",18,144,"2017-18",2017,18,216,"2017-18",2017,18,1035,7075,7150,1005,1020,2119,2155,0.474,0.473,736,733,1438,1350,0.512,0.543,269,287,681,805,0.395,0.357,540,436,793,562,0.681,0.776,35,35,23,21,12,14,0.657,0.6,2819,2763,0.254852760736196,0.202372157772622,0.187061891515994,0.212877777777778,1.05498092185782,1.03402351439984,0.0209574074579773,1
"0","0",1042,"Radford","Villanova","L 61-87",2018,"0",18,1047,"2017-18",2017,18,1,"2017-18",2017,18,1042,7325,8075,850,1220,2000,2440,0.425,0.5,573,756,1207,1282,0.475,0.59,277,464,793,1158,0.349,0.401,445,559,614,718,0.725,0.779,36,40,23,36,13,4,0.639,0.9,2422,3463,0.222575,0.229230327868852,0.229293289146645,0.362213728549142,0.906407872557514,1.29599110762455,-0.38958323506704,0
"1","1",1043,"Michigan","Montana","W 61-47",2018,"1",18,34,"2017-18",2017,18,461,"2017-18",2017,18,1043,8275,6900,1092,944,2335,2021,0.468,0.467,731,758,1324,1472,0.552,0.515,361,186,1011,549,0.357,0.339,474,551,717,780,0.661,0.706,41,34,33,26,8,8,0.805,0.765,3019,2625,0.202970877944325,0.272478970806531,0.272603474320242,0.12643410326087,1.12982880563631,0.982378474592681,0.147450331043625,0
"0","0",1046,"Penn","Kansas","L 60-76",2018,"0",18,758,"2017-18",2017,18,9,"2017-18",2017,18,1046,6775,7825,893,1165,1948,2366,0.458,0.492,602,774,1117,1392,0.539,0.556,291,391,831,974,0.35,0.401,429,453,651,640,0.659,0.708,33,39,24,31,9,8,0.727,0.795,2506,3174,0.220230492813142,0.191513102282333,0.260384959713518,0.280584770114943,0.93784398374448,1.18783591556464,-0.249991931820157,0
"1","0",1047,"Stephen F. Austin","Texas Tech","L 60-70",2018,"0",18,145,"2017-18",2017,18,225,"2017-18",2017,18,1047,7000,7450,1000,964,2059,2096,0.486,0.46,758,712,1408,1394,0.538,0.511,242,252,651,702,0.372,0.359,577,579,819,823,0.705,0.704,35,37,28,27,7,10,0.8,0.73,2819,2759,0.280424963574551,0.276427480916031,0.171997159090909,0.180787661406026,1.05498092185782,1.03252655672427,0.0224543651335469,1
"0","0",1050,"Texas Tech","Villanova","L 59-71",2018,"0",18,225,"2017-18",2017,18,1,"2017-18",2017,18,1050,7450,8075,964,1220,2096,2440,0.46,0.5,712,756,1394,1282,0.511,0.59,252,464,702,1158,0.359,0.401,579,559,823,718,0.704,0.779,37,40,27,36,10,4,0.73,0.9,2759,3463,0.276427480916031,0.229230327868852,0.180787661406026,0.362213728549142,1.03252655672427,1.29599110762455,-0.263464550900285,0
"1","1",1055,"Michigan","Florida State","W 58-54",2018,"1",18,34,"2017-18",2017,18,162,"2017-18",2017,18,1055,8275,7099,1092,994,2335,2125,0.468,0.468,731,721,1324,1344,0.552,0.536,361,273,1011,781,0.357,0.35,474,543,717,786,0.661,0.691,41,35,33,23,8,12,0.805,0.657,3019,2806,0.202970877944325,0.255588705882353,0.272603474320242,0.203385416666667,1.12982880563631,1.05011580941221,0.0797129962240919,0
"1","1",1067,"Kansas State","UMBC","W 50-43",2018,"1",18,448,"2017-18",2017,18,446,"2017-18",2017,18,1067,7425,7200,937,926,2025,2088,0.463,0.443,683,562,1280,1148,0.534,0.49,254,364,745,940,0.341,0.387,502,414,684,641,0.734,0.646,37,36,25,25,12,11,0.676,0.694,2630,2630,0.247928888888889,0.198317049808429,0.19847265625,0.316881533101045,0.984249671687143,0.984249671687143,0,0
"1","1",1074,"Auburn","UNC","W 97-80",2019,"1",19,8,"2018-19",2018,19,22,"2018-19",2018,19,1074,8075,7225,1097,1118,2439,2410,0.45,0.464,643,806,1235,1548,0.521,0.521,454,312,1204,862,0.377,0.362,540,541,760,728,0.711,0.743,40,36,30,29,10,7,0.75,0.806,3188,3089,0.221549815498155,0.224441493775934,0.367536842105263,0.201578811369509,1.19307526742913,1.15602556495878,0.0370497024703524,0
"0","1",1083,"Purdue","Villanova","W 87-61",2019,"1",19,223,"2018-19",2018,19,395,"2018-19",2018,19,1083,7298,7270,967,884,2145,2019,0.451,0.438,602,504,1168,938,0.515,0.537,365,380,977,1081,0.374,0.352,461,506,641,695,0.719,0.728,36,36,26,26,10,10,0.722,0.722,2760,2654,0.214862004662005,0.25059930658742,0.312840753424658,0.405663113006397,1.03290079614316,0.993231417740562,0.0396693784025997,-1
"1","1",1087,"Wofford","Seton Hall","W 84-68",2019,"1",19,87,"2018-19",2018,19,750,"2018-19",2018,19,1087,7050,6875,1044,888,2132,2021,0.49,0.439,659,648,1203,1280,0.548,0.506,385,240,929,741,0.414,0.324,406,492,577,697,0.704,0.706,35,34,30,20,5,14,0.857,0.588,2879,2508,0.190529080675422,0.243484413656606,0.319705735660848,0.187565625,1.07743528699136,0.938592462582264,0.138842824409099,0
"0","1",1092,"Fairl. Dickinson","Prairie View","W 82-76",2019,"1",19,478,"2018-19",2018,19,458,"2018-19",2018,19,1092,7100,7000,921,903,1939,2061,0.475,0.438,652,678,1267,1358,0.515,0.499,269,225,672,703,0.4,0.32,509,596,702,875,0.725,0.681,35,35,21,22,14,13,0.6,0.629,2620,2627,0.26248066013409,0.289119359534207,0.212154696132597,0.165655375552283,0.980507277498219,0.983126953430466,-0.00261967593224721,-1
"1","1",1101,"Kentucky","Abilene Christ.","W 79-44",2019,"1",19,163,"2018-19",2018,19,774,"2018-19",2018,19,1101,7451,6850,978,897,2050,1911,0.477,0.469,763,646,1443,1251,0.529,0.516,215,251,607,660,0.354,0.38,635,457,859,642,0.739,0.712,37,34,30,27,7,7,0.811,0.794,2806,2502,0.309659024390244,0.239196232339089,0.148910602910603,0.200479616306954,1.05011580941221,0.93634702606891,0.113768783343305,0
"1","1",1105,"Baylor","Syracuse","W 78-69",2019,"1",19,975,"2018-19",2018,19,1229,"2018-19",2018,19,1105,6825,6824,869,808,1966,1907,0.442,0.424,595,534,1163,1083,0.512,0.493,274,274,803,824,0.341,0.333,430,480,635,701,0.677,0.685,34,34,20,20,14,14,0.588,0.588,2442,2370,0.21866480162767,0.251801258521238,0.235445399828031,0.253362880886427,0.913892660935363,0.886947422775106,0.0269452381602564,0
"1","1",1107,"Texas Tech","Buffalo","W 78-58",2019,"1",19,213,"2018-19",2018,19,29,"2018-19",2018,19,1107,7652,7225,990,1083,2110,2344,0.469,0.462,713,739,1351,1322,0.528,0.559,277,344,759,1022,0.365,0.337,508,527,694,767,0.732,0.687,38,36,31,32,7,4,0.816,0.889,2765,3037,0.240762085308057,0.224799061433447,0.205059215396003,0.260524962178517,1.03477199323762,1.13656511517637,-0.101793121938746,0
"0","0",1111,"Iowa","Tennessee","L 77-83 (OT)",2019,"0",19,247,"2018-19",2018,19,30,"2018-19",2018,19,1111,7075,7525,914,1106,2006,2231,0.456,0.496,629,844,1224,1517,0.514,0.556,285,262,782,714,0.364,0.367,627,561,849,744,0.739,0.754,35,37,23,31,12,6,0.657,0.838,2740,3035,0.312767198404786,0.251445988346033,0.232555555555556,0.172734344100198,1.02541600776531,1.13581663633859,-0.110400628573273,0
"1","1",1112,"Duke","UCF","W 77-76",2019,"1",19,10,"2018-19",2018,19,1177,"2018-19",2018,19,1112,7624,6625,1157,819,2418,1763,0.478,0.465,879,590,1515,1135,0.58,0.52,278,229,903,628,0.308,0.365,551,518,803,798,0.686,0.649,38,33,32,24,6,9,0.842,0.727,3143,2385,0.227815550041357,0.29376176971072,0.183580198019802,0.201955947136564,1.17623449357897,0.892561014058493,0.283673479520477,0
"1","0",1114,"Texas Tech","Virginia","L 77-85 (OT)",2019,"0",19,213,"2018-19",2018,19,291,"2018-19",2018,19,1114,7652,7674,990,974,2110,2056,0.469,0.474,713,653,1351,1243,0.528,0.525,277,321,759,813,0.365,0.395,508,445,694,598,0.732,0.744,38,38,31,35,7,3,0.816,0.921,2765,2714,0.240762085308057,0.216396887159533,0.205059215396003,0.258354786806114,1.03477199323762,1.01568578287411,0.019086210363515,1
"0","0",1121,"Kansas","Auburn","L 75-89",2019,"0",19,278,"2018-19",2018,19,8,"2018-19",2018,19,1121,7275,8075,989,1097,2128,2439,0.465,0.45,729,643,1385,1235,0.526,0.521,260,454,743,1204,0.35,0.377,487,540,691,760,0.705,0.711,36,40,26,30,10,10,0.722,0.75,2725,3188,0.228926221804511,0.221549815498155,0.187761732851986,0.367536842105263,1.01980241648193,1.19307526742913,-0.173272850947204,0
"0","0",1129,"Arizona State","Buffalo","L 74-91",2019,"0",19,426,"2018-19",2018,19,29,"2018-19",2018,19,1129,6900,7225,899,1083,2012,2344,0.447,0.462,659,739,1298,1322,0.508,0.559,240,344,714,1022,0.336,0.337,600,527,882,767,0.68,0.687,34,36,23,32,11,4,0.676,0.889,2638,3037,0.298091451292247,0.224799061433447,0.184825885978428,0.260524962178517,0.987243587038283,1.13656511517637,-0.149321528138088,0
"0","0",1131,"Iona","UNC","L 73-88",2019,"0",19,694,"2018-19",2018,19,22,"2018-19",2018,19,1131,6600,7225,857,1118,1897,2410,0.452,0.464,560,806,1052,1548,0.532,0.521,297,312,845,862,0.351,0.362,521,541,699,728,0.745,0.743,33,36,17,29,16,7,0.515,0.806,2532,3089,0.274515023721666,0.224441493775934,0.281934410646388,0.201578811369509,0.947574208635683,1.15602556495878,-0.208451356323095,0
"1","1",1132,"UCF","VCU","W 73-58",2019,"1",19,1177,"2018-19",2018,19,1337,"2018-19",2018,19,1132,6625,6650,819,820,1763,1872,0.465,0.438,590,585,1135,1101,0.52,0.531,229,235,628,771,0.365,0.305,518,469,798,669,0.649,0.701,33,33,24,25,9,8,0.727,0.758,2385,2344,0.29376176971072,0.250517628205128,0.201955947136564,0.21358310626703,0.892561014058493,0.877217197883903,0.0153438161745905,0
"1","0",1135,"Cincinnati","Iowa","L 72-79",2019,"0",19,746,"2018-19",2018,19,247,"2018-19",2018,19,1135,7050,7075,872,914,2018,2006,0.432,0.456,640,629,1345,1224,0.476,0.514,232,285,673,782,0.345,0.364,534,627,758,849,0.704,0.739,35,35,28,23,7,12,0.8,0.657,2510,2740,0.264436075322101,0.312767198404786,0.172628252788104,0.232555555555556,0.939340941420049,1.02541600776531,-0.0860750663452634,1
"0","0",1141,"Baylor","Gonzaga","L 71-83",2019,"0",19,975,"2018-19",2018,19,4,"2018-19",2018,19,1141,6825,7399,869,1177,1966,2239,0.442,0.526,595,890,1163,1449,0.512,0.614,274,287,803,790,0.341,0.363,430,602,635,791,0.677,0.761,34,37,20,33,14,4,0.588,0.892,2442,3243,0.21866480162767,0.268848146493971,0.235445399828031,0.197908902691511,0.913892660935363,1.21365843546822,-0.299765774532852,0
"0","0",1159,"Bradley","Michigan State","L 65-76",2019,"0",19,1401,"2018-19",2018,19,32,"2018-19",2018,19,1159,7026,7852,812,1071,1874,2230,0.433,0.48,572,752,1221,1386,0.468,0.543,240,319,653,844,0.368,0.378,465,564,672,749,0.692,0.753,35,39,20,32,15,7,0.571,0.821,2329,3025,0.248145144076841,0.252913452914798,0.196809172809173,0.230181818181818,0.871603606600516,1.13207424214966,-0.260470635549145,0
"0","1",1166,"Virginia","Auburn","W 63-62",2019,"1",19,291,"2018-19",2018,19,8,"2018-19",2018,19,1166,7674,8075,974,1097,2056,2439,0.474,0.45,653,643,1243,1235,0.525,0.521,321,454,813,1204,0.395,0.377,445,540,598,760,0.744,0.711,38,40,35,30,3,10,0.921,0.75,2714,3188,0.216396887159533,0.221549815498155,0.258354786806114,0.367536842105263,1.01568578287411,1.19307526742913,-0.177389484555021,-1
"0","1",1169,"Kentucky","Wofford","W 62-56",2019,"1",19,163,"2018-19",2018,19,87,"2018-19",2018,19,1169,7451,7050,978,1044,2050,2132,0.477,0.49,763,659,1443,1203,0.529,0.548,215,385,607,929,0.354,0.414,635,406,859,577,0.739,0.704,37,35,30,30,7,5,0.811,0.857,2806,2879,0.309659024390244,0.190529080675422,0.148910602910603,0.319705735660848,1.05011580941221,1.07743528699136,-0.0273194775791488,-1
"1","0",1172,"Auburn","Virginia","L 62-63",2019,"0",19,8,"2018-19",2018,19,291,"2018-19",2018,19,1172,8075,7674,1097,974,2439,2056,0.45,0.474,643,653,1235,1243,0.521,0.525,454,321,1204,813,0.377,0.395,540,445,760,598,0.711,0.744,40,38,30,35,10,3,0.75,0.921,3188,2714,0.221549815498155,0.216396887159533,0.367536842105263,0.258354786806114,1.19307526742913,1.01568578287411,0.177389484555021,1
"1","1",1174,"Villanova","Saint Mary's","W 61-57",2019,"1",19,395,"2018-19",2018,19,902,"2018-19",2018,19,1174,7270,6825,884,899,2019,1905,0.438,0.472,504,646,938,1235,0.537,0.523,380,253,1081,670,0.352,0.378,506,412,695,555,0.728,0.742,36,34,26,22,10,12,0.722,0.647,2654,2463,0.25059930658742,0.216173228346457,0.405663113006397,0.205068825910931,0.993231417740562,0.921751688732104,0.071479729008458,0
